Delta,Theta,Alpha,Beta,Gamma,Attention
24.43353271,-10.340444,-18.11592368,29.21176255,-33.37293036,2.10E+01
24.43567617,-10.35989335,-18.49677545,30.17210866,-34.20948452,2.60E+01
24.43818388,-10.37696405,-18.84467382,30.89038061,-33.60160331,2.70E+01
24.44105959,-10.39166927,-19.15938307,31.34915778,-31.72675166,2.90E+01
24.44430981,-10.40403502,-19.44083183,31.53912749,-28.85577319,5.60E+01
24.44795325,-10.41413982,-19.68979645,31.45122288,-25.50460932,4.30E+01
24.45200293,-10.42203714,-19.90677612,31.07914137,-22.08984906,3.70E+01
24.45645003,-10.42769013,-20.09060012,30.436888,-18.62068666,3.80E+01
24.46128606,-10.43106237,-20.24023951,29.53684925,-15.0994789,2.10E+01
24.46649927,-10.43210062,-20.3546703,28.38511561,-11.43589882,2.90E+01
24.47207509,-10.4307412,-20.43264242,27.00134146,-7.535853014,3.40E+01
24.47801331,-10.42698229,-20.47394087,25.41458949,-3.67317287,2.30E+01
24.48430693,-10.42079295,-20.47794732,23.66158758,-0.004675173,2.70E+01
24.49093712,-10.41209317,-20.44317908,21.79534539,3.510367375,3.80E+01
24.4978942,-10.40084166,-20.36890205,19.85982194,6.791257715,3.40E+01
24.50517447,-10.38702104,-20.25498326,17.87340648,9.817606266,3.70E+01
24.51277963,-10.37063785,-20.1017117,15.85023327,12.51812388,4.00E+01
24.52072738,-10.35176727,-19.91056676,13.79185608,14.58891697,2.70E+01
24.52903106,-10.33046576,-19.6828007,11.69550598,15.89609697,3.50E+01
24.53768792,-10.30672212,-19.41853353,9.57580818,16.60227875,3.00E+01
24.54670161,-10.28055248,-19.11841266,7.431875236,16.88649322,2.70E+01
24.55607856,-10.25198464,-18.78338495,5.242201584,17.06249102,2.60E+01
24.56582399,-10.22104122,-18.41441688,3.000526389,17.39369719,2.40E+01
24.57595432,-10.18779175,-18.0134432,0.715746922,17.78955331,2.60E+01
24.58648312,-10.15229333,-17.58233399,-1.591936949,18.17533944,2.10E+01
24.59741552,-10.11456633,-17.12249491,-3.872595417,18.48274018,2.10E+01
24.60876495,-10.07466655,-16.63604206,-6.086490393,18.5792028,2.40E+01
24.6205525,-10.03268322,-16.12569357,-8.231779365,18.52034765,2.60E+01
24.63280133,-9.988713716,-15.59446669,-10.29491822,18.2698759,3.40E+01
24.64554272,-9.942889729,-15.04613331,-12.25619638,17.59794123,2.10E+01
24.65880295,-9.89532223,-14.48396733,-14.10475707,16.39825525,1.10E+01
24.672592,-9.846053536,-13.90979387,-15.81404308,14.65474682,1.00E+01
24.68691815,-9.795119698,-13.32515382,-17.36953137,12.40256406,1.60E+01
24.70178472,-9.742537149,-12.73090951,-18.78401218,9.876549672,4.00E+01
24.7171905,-9.688303035,-12.12755081,-20.05602571,7.233420859,4.00E+01
24.73314122,-9.632442922,-11.51630233,-21.16603829,4.374877015,5.00E+01
24.74963381,-9.574945855,-10.89745919,-22.09747592,1.262529026,3.70E+01
24.76665238,-9.515747132,-10.270075,-22.82323587,-2.131236196,3.80E+01
24.78418719,-9.454808222,-9.63377368,-23.32427894,-5.845141641,4.00E+01
24.80223523,-9.39212019,-8.988728261,-23.61306481,-9.725414049,2.10E+01
24.82079642,-9.327686512,-8.335421215,-23.70177491,-13.64965071,1.70E+01
24.8398826,-9.261560807,-7.675552588,-23.60347801,-17.59127236,8.00E+00
24.85949883,-9.193769016,-7.010028936,-23.34284694,-21.4237654,8.00E+00
24.87962922,-9.124249672,-6.337550287,-22.93919226,-24.98285269,2.10E+01
24.90026115,-9.052955728,-5.657064577,-22.42385723,-28.064407,2.90E+01
24.9213828,-8.979844767,-4.967467771,-21.84948555,-30.33546806,3.40E+01
24.94298075,-8.904866547,-4.267666865,-21.25483116,-31.54969862,4.10E+01
24.96505586,-8.828028445,-3.55840997,-20.65603663,-31.66207604,3.80E+01
24.9876068,-8.74932797,-2.840386205,-20.06114374,-30.66317684,3.00E+01
25.01062515,-8.668731003,-2.113841415,-19.45510766,-28.65018852,1.60E+01
25.03411147,-8.586240616,-1.380063731,-18.82372938,-25.75177102,4.00E+00
25.05807148,-8.501883043,-0.64070355,-18.17898691,-21.95994697,1.10E+01
25.0825162,-8.415704831,0.101727876,-17.51596129,-17.37860678,1.60E+01
25.10746953,-8.327804511,0.8430152,-16.81234027,-12.25385906,2.40E+01
25.13294807,-8.238251083,1.579872086,-16.05888018,-6.767214086,2.60E+01
25.15894937,-8.147034609,2.311179406,-15.24965805,-1.082638041,2.40E+01
25.18546856,-8.054135806,3.036202096,-14.39057254,4.671925455,3.00E+01
25.21249177,-7.959500351,3.755552106,-13.51811568,10.51732348,3.00E+01
25.24000546,-7.863073711,4.469576547,-12.65460055,16.37265843,3.70E+01
25.26801485,-7.764876068,5.175976893,-11.78694099,21.92156316,3.70E+01
25.29651776,-7.66489712,5.873348532,-10.91017959,26.86859483,2.30E+01
25.32550218,-7.563085496,6.561339626,-10.01825992,30.88982048,3.40E+01
25.35496361,-7.459423666,7.238829666,-9.101891616,33.68717234,2.40E+01
25.38489639,-7.353896952,7.905401132,-8.176222662,35.20498888,1.60E+01
25.41530031,-7.246516069,8.560064877,-7.247819733,35.39825941,1.30E+01
25.44619106,-7.137361432,9.200024496,-6.304848268,34.20984573,1.00E+01
25.47757699,-7.026487161,9.823641103,-5.350227358,31.70647029,1.10E+01
25.50945092,-6.913883489,10.43112277,-4.396519333,27.97076818,1.40E+01
25.54180899,-6.799560565,11.02264041,-3.460138607,23.2115082,2.60E+01
25.57464475,-6.683526069,11.59921853,-2.575033947,17.85831296,1.60E+01
25.60795292,-6.565791518,12.16155873,-1.764454506,12.24685169,2.10E+01
25.64174382,-6.44643013,12.70811837,-1.021778073,6.50592378,2.60E+01
25.67602568,-6.325506992,13.23756152,-0.338699275,0.735438991,1.70E+01
25.71080208,-6.203064216,13.74876282,0.302008247,-5.116487812,2.90E+01
25.7460835,-6.079178046,14.24003237,0.922185732,-11.02908903,2.60E+01
25.78188076,-5.953940181,14.71053271,1.524936795,-16.63427398,2.30E+01
25.81820873,-5.827459664,15.15884619,2.12530765,-21.63438203,3.50E+01
25.85509248,-5.699889184,15.58226882,2.756065766,-25.80470639,2.90E+01
25.89255058,-5.571357088,15.97906779,3.436798023,-28.8843189,2.70E+01
25.93058845,-5.441930449,16.34870662,4.177145407,-30.82285631,3.40E+01
25.96920882,-5.311667735,16.69114862,4.977760414,-31.55689259,3.00E+01
26.00840568,-5.180596407,17.00783567,5.814410634,-30.90837244,3.80E+01
26.04817199,-5.048736281,17.30005763,6.66891391,-28.87313505,5.70E+01
26.08851193,-4.916153077,17.56752682,7.547840069,-25.59917465,5.00E+01
26.12942192,-4.782878516,17.81081351,8.446226195,-21.33983444,5.40E+01
26.17088922,-4.648899923,18.03122636,9.352212387,-16.57993265,5.10E+01
26.21290664,-4.514235303,18.22976777,10.25961148,-11.7114371,4.30E+01
26.25546859,-4.37892459,18.40814355,11.1521303,-6.806304553,5.00E+01
26.29857357,-4.243029473,18.56775849,12.02133332,-1.923264078,4.40E+01
26.34223251,-4.106673304,18.70891511,12.87826358,2.989788643,4.30E+01
26.38644981,-3.969954213,18.83285819,13.72138833,7.957039032,4.00E+01
26.43121378,-3.832892414,18.9422176,14.5304546,12.64797212,2.90E+01
26.47651564,-3.695528464,19.03969072,15.28655397,16.82600554,2.30E+01
26.52234573,-3.557908725,19.12863534,15.96274753,20.39739245,2.00E+01
26.56869416,-3.420072296,19.21200265,16.5354723,23.18948404,1.40E+01
26.61556411,-3.282110314,19.29080587,17.00406385,25.16106215,2.10E+01
26.66295678,-3.144099834,19.36593188,17.36565902,26.24426109,2.40E+01
26.71086791,-3.006080446,19.43800836,17.6145908,26.20217984,3.00E+01
26.7593007,-2.868127404,19.50692797,17.7542229,24.97251449,3.70E+01
26.8082616,-2.730343926,19.57298883,17.78525859,22.72429725,2.30E+01
26.85776147,-2.592845349,19.63546966,17.71681769,19.69204009,1.70E+01
26.9078219,-2.455788779,19.69202016,17.57479427,16.29691246,1.40E+01
26.9584594,-2.319312272,19.74102946,17.37591214,12.89103754,1.00E+01
27.00967732,-2.183490761,19.78206689,17.1204565,9.488364393,6.40E+01
27.06147816,-2.048399466,19.81498825,16.80557019,6.105788882,7.00E+01
27.11385859,-1.914098663,19.84096278,16.41519575,2.709131711,6.70E+01
27.16681618,-1.780643791,19.8604486,15.93667942,-0.749059136,7.50E+01
27.2203629,-1.648138908,19.87128475,15.38049697,-4.034233717,6.40E+01
27.27450609,-1.516667265,19.87176021,14.74967798,-7.002019023,6.40E+01
27.32924694,-1.386278536,19.86046168,14.03964249,-9.673688361,5.60E+01
27.38459164,-1.257050473,19.83567756,13.25300517,-11.97673524,4.80E+01
27.44054432,-1.129075064,19.79728123,12.38691389,-13.88084559,7.50E+01
27.49711246,-1.002462434,19.74488398,11.44475772,-15.32622824,7.70E+01
27.55431387,-0.877373273,19.67712401,10.44665199,-16.08179532,8.10E+01
27.61216097,-0.753953982,19.59376929,9.404238313,-16.05405668,6.90E+01
27.67065637,-0.632303274,19.49542894,8.315220973,-15.39124015,5.70E+01
27.72980391,-0.512538904,19.3833112,7.17951096,-14.26459705,4.80E+01
27.78960427,-0.394785155,19.26015652,5.991816267,-12.95920528,4.80E+01
27.85005982,-0.27916363,19.1278436,4.749612648,-11.72304631,6.00E+01
27.91118474,-0.165831169,18.98581268,3.467942315,-10.5230889,5.10E+01
27.97299238,-0.054935711,18.83322532,2.1601867,-9.339485472,5.60E+01
28.0354947,0.053400084,18.66822831,0.837194181,-8.154823708,5.10E+01
28.09870743,0.159028735,18.48894015,-0.484122148,-6.911276581,5.10E+01
28.16264354,0.261781313,18.29573769,-1.79005664,-5.721780744,5.60E+01
28.22731921,0.361482806,18.08807427,-3.062121003,-4.63022569,6.60E+01
28.29275771,0.457933454,17.86412919,-4.271197855,-3.532450005,7.80E+01
28.35897734,0.550953672,17.62304655,-5.395379303,-2.409578778,7.50E+01
28.42598904,0.640420371,17.36395979,-6.424254009,-1.274243281,8.00E+01
28.49380119,0.726221026,17.08668289,-7.350879344,-0.164909238,6.70E+01
28.56241457,0.80826624,16.79302988,-8.178962582,0.741770328,6.60E+01
28.63183023,0.886484801,16.48393616,-8.912289556,1.351683842,7.00E+01
28.70205743,0.960785157,16.15835841,-9.542749768,1.770792962,6.60E+01
28.77310025,1.031110994,15.81571726,-10.07009004,2.092248585,7.50E+01
28.84495761,1.097454037,15.45520097,-10.50224804,2.446523963,6.90E+01
28.91763071,1.159789288,15.07611078,-10.84307102,2.957694417,5.40E+01
28.99111836,1.218073545,14.67965771,-11.09813003,3.567453547,4.10E+01
29.06542121,1.272257561,14.26678742,-11.26983817,4.235314135,2.90E+01
29.14054659,1.322254793,13.83780405,-11.34971784,4.961688757,1.10E+01
29.21649634,1.368008667,13.39391642,-11.33703128,5.694516463,2.60E+01
29.29326263,1.409542593,12.93650286,-11.24622892,6.435937012,3.80E+01
29.37083755,1.446874671,12.46743665,-11.09086291,7.148098416,3.40E+01
29.44920998,1.480026931,11.9898663,-10.88798414,7.687509159,4.80E+01
29.52836976,1.509031324,11.50613245,-10.65387359,7.971739513,2.00E+01
29.60831682,1.533871703,11.01683852,-10.39044057,7.996633527,1.00E+01
29.68905052,1.554544303,10.52225508,-10.10096103,7.775077453,1.70E+01
29.7705693,1.571074465,10.0215878,-9.791627568,7.404816465,1.30E+01
29.85287547,1.58346116,9.513860779,-9.462322083,6.957228098,2.90E+01
29.93596968,1.591693358,8.999483661,-9.11345585,6.373903049,2.40E+01
30.01985676,1.595745428,8.477856243,-8.739880362,5.631678746,2.00E+01
30.10454957,1.595549694,7.947144875,-8.324951278,4.732392968,2.40E+01
30.19005563,1.591074133,7.406257966,-7.859228483,3.65947748,3.00E+01
30.27637324,1.582365059,6.854414624,-7.347240285,2.468414555,6.30E+01
30.36349799,1.569487219,6.29135991,-6.796700514,1.195913279,8.00E+01
30.45141727,1.55255019,5.71846637,-6.225647985,-0.183152419,8.30E+01
30.54012008,1.531669246,5.136272563,-5.650459633,-1.644890712,7.50E+01
30.62960786,1.50689486,4.543168051,-5.070378688,-3.125305406,6.70E+01
30.71987743,1.478314922,3.937951282,-4.491120882,-4.551358467,6.00E+01
30.81092104,1.446062746,3.319360201,-3.925375646,-5.798590009,8.10E+01
30.90273465,1.410239048,2.686089303,-3.379839923,-6.770346146,1.00E+02
30.99531082,1.370936744,2.038557529,-2.864079101,-7.459452611,1.00E+02
31.08864558,1.328221353,1.376931701,-2.382394632,-7.862155689,1.00E+02
31.18274438,1.282084537,0.700655443,-1.925043203,-7.997383296,9.30E+01
31.27760761,1.232543684,0.010183447,-1.488741554,-7.901215837,6.90E+01
31.37322727,1.179685897,-0.69353423,-1.082322161,-7.559929125,4.80E+01
31.46959658,1.123571581,-1.408947087,-0.711800931,-6.997310972,4.70E+01
31.56670576,1.064254648,-2.133067653,-0.385905494,-6.294404006,5.00E+01
31.66454639,1.001793793,-2.863560289,-0.111723429,-5.501745349,4.40E+01
31.76312,0.936197901,-3.599856246,0.117285603,-4.649585079,4.40E+01
31.86242701,0.867491044,-4.341476382,0.306120337,-3.753771926,4.10E+01
31.96246613,0.795736081,-5.08869561,0.456517772,-2.772260578,2.70E+01
32.06323974,0.720956141,-5.841651181,0.576333447,-1.693212966,3.50E+01
32.16474892,0.64313544,-6.598540365,0.673804142,-0.589701661,5.00E+01
32.26699757,0.562246619,-7.358153257,0.761146778,0.480195751,4.40E+01
32.36999597,0.478221959,-8.120100811,0.859701837,1.458450616,3.80E+01
32.47374978,0.391025861,-8.883306111,0.985066544,2.2834961,3.50E+01
32.57825675,0.3007172,-9.646959326,1.141185001,2.957669977,2.40E+01
32.68351223,0.207371625,-10.40979377,1.329443185,3.474749364,3.50E+01
32.78950482,0.111101304,-11.16915691,1.543190256,3.801271965,6.30E+01
32.89622269,0.012046616,-11.9231035,1.774886603,3.940842438,6.00E+01
33.00366139,-0.089689917,-12.6709919,2.027127531,3.914412523,6.40E+01
33.11181115,-0.193949184,-13.41201169,2.29533836,3.765126459,4.70E+01
33.2206564,-0.30049366,-14.14577587,2.566484845,3.589605062,2.90E+01
33.33018488,-0.409126372,-14.8716403,2.833113506,3.459263218,2.90E+01
33.44038464,-0.519699581,-15.58733878,3.090241137,3.379043021,2.70E+01
33.55124639,-0.632089733,-16.29068311,3.33716177,3.349319888,5.30E+01
33.66276898,-0.74625504,-16.97963214,3.585409311,3.340383129,5.00E+01
33.77494659,-0.862114974,-17.65162414,3.840746795,3.328089015,6.30E+01
33.8877628,-0.97945683,-18.30448923,4.093606231,3.362172921,6.60E+01
34.00120282,-1.098096776,-18.93559137,4.337802335,3.469714736,4.70E+01
34.11525086,-1.217865868,-19.54131448,4.567110743,3.647250859,5.60E+01
34.22989128,-1.338578519,-20.11876265,4.773956207,3.909352418,4.70E+01
34.34511767,-1.460127323,-20.66610951,4.961267063,4.245841702,6.10E+01
34.46092256,-1.582384726,-21.18193797,5.128858387,4.655271368,6.40E+01
34.57729543,-1.705163358,-21.66596176,5.269281849,5.176445178,7.70E+01
34.69423087,-1.82833519,-22.11789048,5.381603748,5.813685274,8.00E+01
34.81172523,-1.951823635,-22.53627888,5.469166564,6.522668805,6.60E+01
34.92977841,-2.075575845,-22.92048017,5.53755085,7.251347158,8.00E+01
35.04839803,-2.199611283,-23.27063892,5.600393416,7.915353796,6.70E+01
35.16758817,-2.323916258,-23.58659034,5.666948134,8.440108194,7.50E+01
35.28734405,-2.448364942,-23.86850035,5.733886178,8.813051994,9.10E+01
35.40766025,-2.572829929,-24.1162922,5.797332994,9.016791732,7.80E+01
35.52852691,-2.697154931,-24.32891721,5.849528974,9.034866247,8.10E+01
35.64993536,-2.821179993,-24.50617788,5.881570918,8.856869346,9.10E+01
35.77188776,-2.944841171,-24.6493854,5.894005586,8.429208758,7.70E+01
35.89438325,-3.068039906,-24.75988979,5.882754367,7.712472002,7.00E+01
36.01741711,-3.190621914,-24.83953893,5.836829573,6.69791246,6.10E+01
36.14098818,-3.312477133,-24.89004385,5.750353485,5.367796501,4.70E+01
36.26509325,-3.433502166,-24.91157321,5.61956068,3.719051479,4.10E+01
36.3897317,-3.553620602,-24.90437904,5.443981274,1.754485499,4.40E+01
36.51491032,-3.672838146,-24.86884669,5.232890533,-0.536922984,5.10E+01
36.6406321,-3.79112759,-24.80477425,4.992222173,-3.137585242,3.50E+01
36.76689354,-3.908381303,-24.71223009,4.71807801,-5.988822507,4.70E+01
36.89369196,-4.024511919,-24.59062504,4.409919234,-9.014533106,5.00E+01
37.02102203,-4.139425013,-24.43812439,4.06798126,-12.10635013,4.40E+01
37.14888042,-4.253034254,-24.2537614,3.691516342,-15.15879226,6.10E+01
37.27727312,-4.365336994,-24.03805996,3.286275422,-18.10861052,5.30E+01
37.40620616,-4.476324602,-23.79201332,2.855701025,-20.88681326,5.30E+01
37.53568567,-4.585968095,-23.51795043,2.39767739,-23.42662289,7.00E+01
37.66572067,-4.694276855,-23.21796536,1.914560759,-25.65228624,6.90E+01
37.79631758,-4.801264192,-22.89217497,1.412572935,-27.43257486,6.90E+01
37.9274859,-4.906967543,-22.54146794,0.898623839,-28.64011226,7.40E+01
38.05924091,-5.011480017,-22.16748537,0.384019814,-29.16090896,5.00E+01
38.19159364,-5.114850522,-21.77125161,-0.122106371,-28.89144027,5.40E+01
38.32454916,-5.217040192,-21.35427337,-0.618344276,-27.78863836,4.10E+01
38.45810982,-5.317982707,-20.91746799,-1.103156806,-25.83313017,3.50E+01
38.59227088,-5.417545963,-20.46017536,-1.576214536,-23.02369821,4.40E+01
38.72702783,-5.515582601,-19.98253865,-2.039075201,-19.40373543,3.50E+01
38.86238325,-5.612006788,-19.4860765,-2.489862369,-15.03987908,5.10E+01
38.99833482,-5.706670059,-18.97205192,-2.929900802,-10.05509304,6.00E+01
39.13487558,-5.79935124,-18.44213954,-3.365746679,-4.65221079,6.00E+01
39.27200055,-5.889856786,-17.89781492,-3.800858884,0.986819102,6.00E+01
39.40970288,-5.977998676,-17.33897404,-4.235323334,6.744113539,6.00E+01
39.54797746,-6.063605628,-16.76570576,-4.667735441,12.50690447,5.00E+01
39.68682539,-6.146579615,-16.1784419,-5.091375773,18.20882109,5.60E+01
39.82624258,-6.226762893,-15.57695536,-5.501547367,23.74205207,5.60E+01
39.96621554,-6.303865604,-14.96108142,-5.901255959,28.8537466,5.00E+01
40.10673068,-6.377602578,-14.3301951,-6.291432834,33.30325339,3.80E+01
40.24777146,-6.447667189,-13.68262634,-6.671798268,36.86142265,5.00E+01
40.38932277,-6.513756342,-13.01747087,-7.043320138,39.31154313,5.00E+01
40.53138007,-6.575683971,-12.33526705,-7.402915497,40.57434173,4.40E+01
40.6739389,-6.633257732,-11.63696124,-7.748976303,40.59500967,5.10E+01
40.81699474,-6.686264239,-10.92459956,-8.083979398,39.32334618,5.10E+01
40.9605474,-6.734545565,-10.20037948,-8.407177008,36.79922333,3.80E+01
41.10459522,-6.777944895,-9.465306959,-8.714629594,33.10291062,3.80E+01
41.24914164,-6.816357861,-8.721348331,-9.001729599,28.41210246,3.80E+01
41.39419901,-6.84978275,-7.971566103,-9.26048196,23.06047591,3.40E+01
41.53977434,-6.878152467,-7.218401769,-9.484414301,17.32332601,3.00E+01
41.68586516,-6.901268957,-6.464069346,-9.672928052,11.32154084,2.30E+01
41.83246625,-6.918901933,-5.710305924,-9.825215514,5.156509629,3.40E+01
41.97956376,-6.930723872,-4.957385625,-9.941241887,-1.173224241,4.40E+01
42.12714615,-6.93642389,-4.206380356,-10.02172387,-7.610379489,3.80E+01
42.27521614,-6.935854157,-3.46035074,-10.0635609,-13.83023329,5.10E+01
42.42377185,-6.928806355,-2.722010911,-10.06539703,-19.55411468,3.00E+01
42.57280704,-6.915007056,-1.994161676,-10.02899039,-24.55443485,3.00E+01
42.72231909,-6.894246089,-1.279618289,-9.954331035,-28.58308468,2.30E+01
42.8723005,-6.866296445,-0.579554806,-9.840982736,-31.56717361,4.40E+01
43.02274715,-6.830989319,0.104649882,-9.687872691,-33.4334827,4.40E+01
43.17366444,-6.788300563,0.771003393,-9.49084843,-34.03707198,6.30E+01
43.32505177,-6.73815053,1.418476639,-9.247501048,-33.37328861,7.40E+01
43.47689997,-6.680344302,2.046493402,-8.959534232,-31.55035189,5.60E+01
43.62920005,-6.614725161,2.655103424,-8.628194904,-28.77640537,4.40E+01
43.78193833,-6.541122883,3.245767359,-8.255350542,-25.45908143,4.40E+01
43.93510335,-6.45938712,3.819326409,-7.843188061,-21.92231071,3.70E+01
44.08869548,-6.369504094,4.374952734,-7.390965431,-18.2234697,3.70E+01
44.24271431,-6.271450839,4.911732578,-6.898809818,-14.39933265,3.80E+01
44.39715905,-6.165174109,5.4280047,-6.368486462,-10.37413361,3.80E+01
44.55203204,-6.05069323,5.922303931,-5.800797827,-6.105806431,3.80E+01
44.70733128,-5.928052792,6.395130664,-5.197009073,-1.871704334,5.40E+01
44.86305829,-5.797344395,6.846445243,-4.558182087,2.133929873,5.40E+01
45.0192216,-5.658758843,7.275470684,-3.883850183,5.834236269,5.00E+01
45.17582471,-5.512434113,7.682125392,-3.174711663,9.080690387,4.80E+01
45.33286488,-5.358382395,8.066043299,-2.433426687,11.84449937,4.40E+01
45.49033668,-5.196594349,8.427348571,-1.662938412,14.06388688,4.10E+01
45.64822679,-5.026984931,8.767559693,-0.867363013,15.51706393,3.70E+01
45.80652282,-4.849459986,9.087531988,-0.050984567,16.13455049,3.70E+01
45.96522112,-4.664035444,9.386917914,0.783422271,16.0469537,1.40E+01
46.1243134,-4.470652697,9.665559042,1.632204917,15.43557044,2.40E+01
46.28378732,-4.269160055,9.92288984,2.490708786,14.64224767,2.40E+01
46.44363291,-4.059480075,10.15870083,3.35437002,13.94132544,2.40E+01
46.60383741,-3.841587481,10.37450039,4.217635799,13.29994402,2.90E+01
46.76439043,-3.615515025,10.57181797,5.074829049,12.68326291,3.70E+01
46.92528853,-3.381444945,10.75218139,5.920871668,12.00724778,3.70E+01
47.08652354,-3.139505776,10.91769566,6.749663526,11.16512397,5.10E+01
47.24807925,-2.889652334,11.07007674,7.553905737,10.28587617,5.40E+01
47.40993997,-2.631892421,11.21162206,8.325900563,9.409538574,5.10E+01
47.57208728,-2.366252203,11.34571432,9.057014273,8.418200511,5.10E+01
47.73450402,-2.092739438,11.4749544,9.739593012,7.294321468,5.10E+01
47.89718227,-1.811474728,11.6007647,10.36874617,6.025267999,5.10E+01
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
