Delta,Theta,Alpha,Beta,Gamma,Attention
17.17468774,-1.996116695,-18.04043009,8.243512015,-36.90194242,4.70E+01
17.21019685,-1.814465823,-17.70788933,8.999038828,-31.02727263,3.80E+01
17.24720172,-1.632405734,-17.34003483,9.728027192,-24.73632424,3.50E+01
17.28570049,-1.449924422,-16.93893722,10.42860799,-18.15423786,4.30E+01
17.32568833,-1.266992206,-16.506731,11.09970747,-11.38739771,4.10E+01
17.36715173,-1.083532449,-16.04552026,11.74386304,-4.433719388,4.80E+01
17.41008134,-0.899458804,-15.55802537,12.36303836,2.654287968,4.10E+01
17.45447851,-0.714766166,-15.04683108,12.95195513,9.498763752,3.40E+01
17.50034238,-0.529403951,-14.51507464,13.50785469,15.78586592,2.10E+01
17.54767238,-0.343261093,-13.96691077,14.03104669,21.28907298,8.00E+00
17.59646764,-0.156279596,-13.40579153,14.51964964,25.74274592,8.00E+00
17.64671773,0.031566158,-12.83394044,14.97349979,29.06596822,4.00E+00
17.69841304,0.220257363,-12.25312287,15.3909186,31.17382285,3.00E+00
17.75154698,0.409667012,-11.66391531,15.76528127,31.8767358,1.10E+01
17.80610742,0.599690218,-11.06683063,16.09303053,31.15669845,2.10E+01
17.86207977,0.790312694,-10.46359034,16.37566376,29.16223398,2.60E+01
17.91944572,0.981468798,-9.8549583,16.61445257,26.1508414,3.00E+01
17.97817893,1.1730636,-9.240676889,16.81279404,22.60802489,3.40E+01
18.03825622,1.365008113,-8.620964916,16.97343524,18.92612531,3.80E+01
18.0996631,1.55714963,-7.995993203,17.09343009,15.16618983,4.00E+01
18.16238529,1.74935146,-7.366296017,17.17056719,11.36999685,4.70E+01
18.22641244,1.941533384,-6.733682898,17.20355219,7.463151457,4.30E+01
18.29173283,2.133548171,-6.098997166,17.18961251,3.398770024,3.80E+01
18.3583238,2.325165927,-5.461058009,17.12797499,-0.504342898,3.80E+01
18.4261654,2.516137513,-4.818766644,17.0165785,-4.027061562,3.50E+01
18.49524139,2.706154348,-4.170615564,16.85018356,-7.101059158,3.40E+01
18.56553174,2.894941216,-3.515358039,16.62579261,-9.57130691,4.10E+01
18.63701816,3.082356957,-2.853929045,16.34319969,-11.40914871,4.00E+01
18.70967972,3.268273219,-2.18732688,16.00314236,-12.55174228,3.50E+01
18.78348802,3.452594957,-1.516485156,15.60956173,-12.75017342,3.70E+01
18.85841826,3.63526718,-0.843344139,15.16597796,-11.93502643,3.50E+01
18.93445189,3.816182823,-0.169775432,14.67218139,-10.28479259,3.50E+01
19.01156951,3.995308633,0.501254332,14.12973799,-8.037145126,4.40E+01
19.08975417,4.172722717,1.164857645,13.5417299,-5.614373121,5.60E+01
19.16898687,4.348432038,1.817204165,12.91057714,-3.367233336,4.80E+01
19.24923924,4.522346608,2.456521498,12.24047916,-1.289837541,5.70E+01
19.3304828,4.694332264,3.081540605,11.53501419,0.621049122,5.00E+01
19.4126888,4.864125932,3.692699508,10.7954223,2.415711344,4.30E+01
19.49582566,5.031507844,4.289939168,10.02494051,4.169684497,4.40E+01
19.57986446,5.19644838,4.870142615,9.229480019,5.683833564,3.00E+01
19.66477318,5.358861262,5.431124362,8.415146436,6.857112942,4.70E+01
19.7505141,5.518619326,5.971635259,7.589574729,7.769579848,4.70E+01
19.83705402,5.675640254,6.489741358,6.759580195,8.397695368,5.30E+01
19.92436606,5.829766585,6.984718211,5.928141759,8.735192467,6.30E+01
20.01242642,5.980891619,7.455279401,5.098085927,8.74028392,6.00E+01
20.10121886,6.129036043,7.89832578,4.271742996,8.184686347,5.10E+01
20.19072727,6.274145347,8.312147154,3.450142965,6.97394586,4.40E+01
20.28092859,6.416067528,8.696865882,2.635391759,5.273651096,4.80E+01
20.37180521,6.554655763,9.052811067,1.827711408,3.256096975,4.30E+01
20.46334479,6.689701863,9.381589649,1.024273215,1.186990048,6.00E+01
20.55553329,6.821035682,9.684321408,0.223723779,-0.691815157,6.90E+01
20.64835886,6.948646723,9.959549309,-0.573168579,-2.408851357,7.00E+01
20.74180834,7.072521601,10.20598945,-1.365039325,-3.969551602,6.60E+01
20.83586249,7.192653495,10.4223018,-2.1479356,-5.34893043,5.00E+01
20.93050805,7.309082078,10.60673699,-2.919237691,-6.575038593,4.80E+01
21.02574228,7.42179562,10.75903326,-3.681164791,-7.54345093,3.80E+01
21.12156305,7.53083747,10.8782451,-4.435060794,-8.210077553,3.50E+01
21.2179719,7.636350881,10.96204414,-5.181747089,-8.676721435,4.00E+01
21.31496942,7.738414242,11.00922151,-5.922467681,-8.968751078,2.00E+01
21.41254557,7.837021348,11.01952142,-6.655299063,-9.063705571,1.70E+01
21.51069076,7.93213094,10.99331333,-7.378705591,-8.926086966,3.00E+01
21.60939609,8.023593508,10.93277804,-8.092804266,-8.4085171,3.80E+01
21.70864874,8.111275857,10.83973371,-8.79552887,-7.434307848,5.00E+01
21.80843813,8.195170152,10.71419652,-9.483303026,-6.114259047,6.00E+01
21.90874898,8.275204246,10.55700786,-10.15128815,-4.549704261,4.70E+01
22.00955724,8.351249072,10.36950969,-10.79163132,-2.869402236,4.40E+01
22.11084545,8.42321972,10.15293807,-11.39803503,-1.207553377,5.00E+01
22.21260729,8.491011358,9.90981589,-11.96861517,0.450233198,5.00E+01
22.31484031,8.554563271,9.642442401,-12.50193961,2.09681243,5.70E+01
22.41755242,8.613929752,9.352197981,-12.99846999,3.677076865,6.10E+01
22.52074996,8.669103412,9.041513152,-13.45855226,5.175609971,2.00E+01
22.62442491,8.719956328,8.713871996,-13.87810822,6.528790258,2.90E+01
22.7285753,8.766381045,8.373065672,-14.25467945,7.697100628,2.90E+01
22.83320501,8.808246418,8.023894374,-14.58803043,8.722590678,4.10E+01
22.93831302,8.845432265,7.670517732,-14.8765361,9.609104558,4.00E+01
23.04390122,8.87794294,7.314984418,-15.11948553,10.31976138,4.80E+01
23.14996667,8.905769416,6.95905116,-15.31536133,10.82020798,5.40E+01
23.25649396,8.928872166,6.603744507,-15.45961832,11.03238013,4.70E+01
23.36347343,8.947272534,6.249482521,-15.5497721,10.91047224,5.40E+01
23.47090611,8.961002422,5.897570482,-15.58687532,10.50767985,3.80E+01
23.57879031,8.970138295,5.548079064,-15.57197603,9.876967683,2.40E+01
23.68712653,8.974852359,5.199325212,-15.5075796,9.083198878,2.60E+01
23.79591413,8.975273015,4.850442632,-15.39585216,8.19468479,1.40E+01
23.90514105,8.971429138,4.501491823,-15.23520887,7.203361531,2.00E+01
24.01479688,8.963341504,4.15293441,-15.02457587,6.107853424,3.40E+01
24.12487472,8.950973773,3.806865547,-14.76350882,4.925889546,2.30E+01
24.23536195,8.934305275,3.464391363,-14.45071751,3.658949488,1.00E+01
24.34624451,8.913442443,3.123635879,-14.08648876,2.342803522,4.00E+00
24.45750499,8.888454764,2.78313219,-13.67032108,0.999772971,1.00E+00
24.56911798,8.859366658,2.441479796,-13.19967406,-0.389190199,7.00E+00
24.68106416,8.826249964,2.097157025,-12.67368757,-1.820610762,2.10E+01
24.79333728,8.789161953,1.750872636,-12.09348766,-3.273278941,3.00E+01
24.90593452,8.748197391,1.403152702,-11.46103976,-4.722645169,4.80E+01
25.01886152,8.70354836,1.053710698,-10.78074091,-6.113460315,4.40E+01
25.13212626,8.655367049,0.703612522,-10.05678967,-7.410183418,4.30E+01
25.24572792,8.603728123,0.35457869,-9.29090904,-8.632443683,2.60E+01
25.35967433,8.548726187,0.009287257,-8.486195119,-9.798609894,1.60E+01
25.47398374,8.490437772,-0.327515894,-7.646892274,-10.93593037,1.60E+01
25.58866875,8.428956513,-0.652224182,-6.777017355,-12.06711686,3.00E+01
25.70373804,8.364475984,-0.964069144,-5.882154961,-13.160055,4.10E+01
25.81919624,8.297184948,-1.262710767,-4.967665426,-14.18208417,5.70E+01
25.93503515,8.227258656,-1.549345543,-4.037533271,-15.10444334,4.70E+01
26.05125332,8.154913005,-1.824973248,-3.097359762,-15.8838307,5.00E+01
26.16786801,8.080357685,-2.087460187,-2.154724464,-16.49735736,5.40E+01
26.28489294,8.003832607,-2.335805761,-1.217626336,-16.90621947,4.00E+01
26.40234164,7.925641297,-2.570427964,-0.295446973,-17.03812679,5.00E+01
26.52022795,7.846039819,-2.790727623,0.603466102,-16.84581048,7.00E+01
26.63855094,7.765198295,-2.99672834,1.474347362,-16.31335329,6.70E+01
26.75731117,7.68325808,-3.187729422,2.313071793,-15.43955442,7.50E+01
26.876515,7.600287194,-3.360738617,3.11677416,-14.264362,6.40E+01
26.99615937,7.516342789,-3.514115857,3.883821686,-12.82185107,4.00E+01
27.1162359,7.431551837,-3.648587633,4.611426235,-11.10065286,4.40E+01
27.23673009,7.345977089,-3.764700792,5.299068485,-9.11194596,4.30E+01
27.35761404,7.259609846,-3.863854918,5.949429978,-6.885325289,5.70E+01
27.47886526,7.172469282,-3.947149553,6.563912016,-4.444837553,6.60E+01
27.60047713,7.084573667,-4.013042803,7.142229899,-1.840955803,5.70E+01
27.72244353,6.995959445,-4.06029337,7.683551108,0.881828983,6.10E+01
27.84476482,6.906739226,-4.088102403,8.184387223,3.705594617,6.90E+01
27.96743929,6.816962397,-4.094876998,8.643120924,6.583762486,6.90E+01
28.09044617,6.726544788,-4.079746442,9.063652968,9.433580022,8.80E+01
28.21376943,6.635405102,-4.041181549,9.449330853,12.16524252,8.70E+01
28.33739979,6.543435771,-3.976093107,9.803490961,14.66406569,9.10E+01
28.46132123,6.450530941,-3.882544131,10.12975189,16.83256932,1.00E+02
28.58552042,6.356700587,-3.760260605,10.42771899,18.63618934,9.10E+01
28.70997936,6.261943952,-3.609533572,10.69733452,20.04937724,9.70E+01
28.83466679,6.166235042,-3.432334023,10.9399695,21.06548994,9.70E+01
28.95955765,6.069599356,-3.230574624,11.15463122,21.69801381,7.00E+01
29.08463799,5.972057988,-3.004319561,11.33932355,21.93815883,7.00E+01
29.20989216,5.873679399,-2.754742423,11.49028255,21.81374381,6.60E+01
29.33530857,5.774629615,-2.4840946,11.59995875,21.40584673,6.60E+01
29.46087153,5.67500441,-2.194138132,11.66314624,20.76896402,6.90E+01
29.5865481,5.574764637,-1.887198481,11.68014096,19.92262888,5.30E+01
29.71230443,5.473833798,-1.565190357,11.65230383,18.87221176,6.10E+01
29.83810562,5.372033039,-1.228548478,11.58423943,17.57144787,3.80E+01
29.96391115,5.269193238,-0.878841348,11.4802597,16.00051657,5.00E+01
30.08968486,5.165299172,-0.519577876,11.33873443,14.22984374,6.90E+01
30.21538434,5.060268449,-0.154225529,11.16039597,12.31286969,6.00E+01
30.34095612,4.9539466,0.213106245,10.94882475,10.29456754,7.70E+01
30.46635495,4.846244905,0.578647731,10.70552068,8.231992087,7.50E+01
30.59154753,4.737069653,0.940907518,10.43291723,6.130008632,6.90E+01
30.71650622,4.626388897,1.298416324,10.13183312,4.007437387,7.40E+01
30.84121767,4.51432286,1.649706859,9.79829927,1.923089296,6.00E+01
30.96566835,4.400938777,1.994270087,9.430875551,-0.101516359,5.00E+01
31.08983103,4.286180144,2.331351766,9.032879725,-2.074590876,4.10E+01
31.21368867,4.170039076,2.661294626,8.606916209,-4.019170721,3.50E+01
31.33723417,4.052507765,2.986349303,8.156836498,-6.005458232,3.70E+01
31.46045626,3.933587325,3.307870408,7.686043528,-8.075315599,2.30E+01
31.58334672,3.813401251,3.625577465,7.192955294,-10.18861046,2.10E+01
31.7058938,3.692055154,3.938878231,6.676665607,-12.29724646,1.10E+01
31.8280729,3.56960335,4.24572472,6.137514325,-14.32393639,1.40E+01
31.9498703,3.446180007,4.544744044,5.573921005,-16.18492582,2.10E+01
32.0712926,3.321974362,4.837533415,4.984791521,-17.86078665,3.50E+01
32.19234657,3.197214385,5.125077766,4.367747379,-19.30060711,3.80E+01
32.31304483,3.072222255,5.407821961,3.7172517,-20.40825042,3.70E+01
32.4333969,2.947260356,5.686660033,3.030155005,-21.12532518,4.80E+01
32.55338933,2.82242848,5.960908303,2.307566532,-21.41215372,5.00E+01
32.67300805,2.69779768,6.230228607,1.551826563,-21.2572503,6.60E+01
32.79223874,2.573361235,6.495555708,0.768635694,-20.7230643,7.70E+01
32.91105747,2.449078805,6.756542154,-0.035915705,-19.85234868,7.00E+01
33.02944301,2.325007233,7.011656006,-0.859344057,-18.6211789,5.60E+01
33.14736267,2.201104899,7.258824963,-1.696382013,-17.03567974,4.30E+01
33.26476394,2.077199237,7.494397953,-2.538661755,-15.11437709,2.90E+01
33.38160602,1.953200745,7.715572681,-3.379332499,-12.87299803,2.10E+01
33.49786915,1.829102094,7.922255835,-4.211556008,-10.37783978,2.90E+01
33.61353964,1.704953503,8.114563757,-5.029614537,-7.6838171,3.70E+01
33.72862294,1.58097175,8.293489984,-5.831649168,-4.80998637,4.30E+01
33.84311919,1.457305146,8.460170968,-6.613302275,-1.816448957,6.60E+01
33.95699654,1.333869801,8.613489641,-7.364728316,1.1958905,6.90E+01
34.07023329,1.210641566,8.753292707,-8.076688322,4.113398334,7.50E+01
34.18281743,1.087623311,8.880863206,-8.739208569,6.781941733,7.00E+01
34.294729,0.964781731,8.996499366,-9.342836327,9.074879664,6.30E+01
34.40595942,0.842210895,9.10044254,-9.883660639,10.95273376,6.00E+01
34.51649288,0.71995404,9.192327343,-10.35776477,12.38908414,6.10E+01
34.62629261,0.597925856,9.269817336,-10.7605978,13.38879405,7.00E+01
34.73533556,0.476139365,9.331517651,-11.09050814,13.98196047,6.40E+01
34.84361787,0.354702327,9.378176575,-11.34642159,14.16217144,6.00E+01
34.95113579,0.233741736,9.410134971,-11.52996761,13.97446118,5.60E+01
35.05789672,0.113489003,9.428016493,-11.64772703,13.53643195,5.40E+01
35.16390299,-0.005880702,9.43240743,-11.70428636,12.92808875,5.10E+01
35.26913017,-0.124387413,9.421985005,-11.69958508,12.18443991,4.80E+01
35.37355549,-0.242052937,9.395759713,-11.63314192,11.31918789,5.30E+01
35.47715664,-0.358934587,9.353473658,-11.50145166,10.27178512,3.50E+01
35.57990485,-0.475121556,9.294037627,-11.30254261,9.018843585,4.30E+01
35.68178227,-0.590587462,9.216322889,-11.04197966,7.660545317,6.70E+01
35.78276326,-0.705373351,9.11878652,-10.72389735,6.272823035,6.60E+01
35.88280658,-0.819631888,8.998673035,-10.35083271,4.920717589,8.10E+01
35.98188249,-0.9334349,8.85407605,-9.927052798,3.681927957,8.00E+01
36.07997469,-1.046792391,8.684795989,-9.453934669,2.555606534,7.80E+01
36.17707312,-1.159665546,8.490991413,-8.934134005,1.556744562,8.40E+01
36.27318609,-1.271871038,8.273905343,-8.374188736,0.750288229,6.90E+01
36.3683194,-1.383263452,8.034980816,-7.777851707,0.146077893,7.50E+01
36.46245928,-1.493848312,7.774351705,-7.145694509,-0.287385977,6.30E+01
36.55560225,-1.603568163,7.493142934,-6.477680874,-0.608053028,4.00E+01
36.64775333,-1.71233067,7.193664186,-5.770695469,-0.945810146,3.00E+01
36.73891309,-1.820069453,6.877644962,-5.023839159,-1.393449622,2.40E+01
36.82908974,-1.926640693,6.546741587,-4.243278476,-1.933446957,1.00E+01
36.91828678,-2.031938873,6.202232797,-3.435927135,-2.540361511,1.00E+00
37.00649299,-2.135959401,5.844015816,-2.610696629,-3.149084507,4.00E+00
37.09370817,-2.238623535,5.472866017,-1.77761563,-3.692518414,1.00E+00
37.17994916,-2.339760518,5.091546503,-0.942342947,-4.2032381,1.30E+01
37.26523257,-2.439197392,4.702589452,-0.113264116,-4.674719434,3.00E+01
37.3495821,-2.536702758,4.308760935,0.697128273,-5.043686802,3.70E+01
37.43301784,-2.63208052,3.912768604,1.479526011,-5.287707507,5.30E+01
37.51553843,-2.725282056,3.515547625,2.227063746,-5.381514572,5.30E+01
37.59714268,-2.81626234,3.118165483,2.935210041,-5.32560616,5.10E+01
37.67782922,-2.904992563,2.722116949,3.605587534,-5.202587106,3.00E+01
37.75758826,-2.991495587,2.327974338,4.238506789,-5.055031134,2.70E+01
37.83641333,-3.075758261,1.93609412,4.828515217,-4.839522628,2.90E+01
37.91428816,-3.157836515,1.546090317,5.373121008,-4.527736461,3.40E+01
37.99117932,-3.237899678,1.15605923,5.871664159,-4.075953038,5.10E+01
38.06706178,-3.316064174,0.764812195,6.322855916,-3.445163545,6.00E+01
38.14192495,-3.392367906,0.372814513,6.728971876,-2.679375353,6.70E+01
38.21576125,-3.466829355,-0.019285936,7.091202884,-1.810592715,6.30E+01
38.2885767,-3.539375669,-0.409856499,7.407115494,-0.845357003,5.70E+01
38.36037145,-3.609979117,-0.797592024,7.678085571,0.176627355,5.70E+01
38.43111949,-3.67878284,-1.183427879,7.910289307,1.220532633,5.30E+01
38.50080067,-3.745896053,-1.567725309,8.110802029,2.232383768,5.30E+01
38.56939983,-3.811404598,-1.950164659,8.28999534,3.106672587,5.10E+01
38.63689735,-3.875426837,-2.330930768,8.456352884,3.769553848,4.40E+01
38.70328654,-3.938001173,-2.709347713,8.610657226,4.206359135,5.00E+01
38.76855693,-3.999197885,-3.085064175,8.753043648,4.413325655,3.70E+01
38.83268568,-4.059173752,-3.45891328,8.881940837,4.427917701,4.70E+01
38.89566089,-4.118021694,-3.830776511,8.993423142,4.288866594,4.80E+01
38.95748163,-4.17577263,-4.199340205,9.086382974,3.97836261,4.30E+01
39.01815055,-4.232442623,-4.563074079,9.155618137,3.511104607,5.00E+01
39.07768292,-4.287974989,-4.919480979,9.18965192,2.938936704,4.80E+01
39.13608725,-4.34236004,-5.266554852,9.180892433,2.291666061,3.00E+01
39.19334902,-4.395734771,-5.604292108,9.12708566,1.60250524,2.70E+01
39.24945252,-4.44824723,-5.932734222,9.028295623,0.888749099,3.80E+01
39.30437594,-4.500085255,-6.252255457,8.89157986,0.116103535,4.30E+01
39.3580954,-4.551457303,-6.563497494,8.721590688,-0.719689169,6.00E+01
39.41060413,-4.602476834,-6.865799716,8.512488112,-1.559675716,6.70E+01
39.46188746,-4.653311325,-7.159145106,8.261494081,-2.353528405,5.40E+01
39.51191828,-4.704210796,-7.44461628,7.968051302,-3.04069318,5.10E+01
39.56067916,-4.75535975,-7.722574976,7.629693234,-3.563475677,3.50E+01
39.6081571,-4.806896188,-7.993042655,7.249074964,-3.923212639,2.30E+01
39.65434552,-4.858911316,-8.255656335,6.826748202,-4.114964282,4.10E+01
39.69925611,-4.911372008,-8.508736446,6.357249345,-4.118371894,4.00E+01
39.74289481,-4.964271928,-8.751141719,5.839789335,-3.941710331,4.80E+01
39.78524982,-5.017718733,-8.983255791,5.278874991,-3.597445449,5.10E+01
39.82631587,-5.071761702,-9.205081822,4.679821881,-3.119484688,3.00E+01
39.86608953,-5.126415752,-9.416610374,4.052542879,-2.588174515,3.50E+01
39.90456707,-5.181705701,-9.617921293,3.40491932,-2.060959742,2.40E+01
39.94175904,-5.237580991,-9.80797309,2.736127936,-1.5447392,3.40E+01
39.97767338,-5.294010834,-9.985991191,2.045697225,-1.040699378,4.10E+01
40.01230993,-5.351032811,-10.15186801,1.332371326,-0.519571949,4.70E+01
40.0456782,-5.408608997,-10.30488166,0.593496672,0.039985404,7.70E+01
40.07779515,-5.466610831,-10.4440072,-0.168493422,0.594806459,7.50E+01
40.10868132,-5.524889863,-10.56802386,-0.953785952,1.120734498,7.70E+01
40.13836797,-5.583230225,-10.67496394,-1.767388367,1.616092636,6.70E+01
40.16688075,-5.641447383,-10.76337182,-2.610473262,2.06295203,5.10E+01
40.19422795,-5.6994951,-10.8330559,-3.480958653,2.464813211,4.80E+01
40.22041637,-5.757332755,-10.88401011,-4.374493832,2.814399464,5.30E+01
40.24544675,-5.814945266,-10.91679596,-5.280280467,3.066796938,7.40E+01
40.26931655,-5.87235517,-10.93222317,-6.188834138,3.204548945,8.70E+01
40.29203366,-5.929526347,-10.93035983,-7.097066623,3.24858662,9.40E+01
40.31359706,-5.98649104,-10.91195021,-7.998876,3.223065505,9.40E+01
40.33399298,-6.043389729,-10.87863869,-8.886273988,3.176659665,7.40E+01
40.35321625,-6.100286683,-10.83163976,-9.752072545,3.148268401,8.10E+01
40.37126991,-6.15714523,-10.77191666,-10.58528578,3.123934147,8.70E+01
40.38816256,-6.213881147,-10.70019735,-11.37617003,3.092668608,9.40E+01
40.40391899,-6.270277694,-10.61628209,-12.11894007,3.042406892,1.00E+02
40.41855794,-6.326154823,-10.52052592,-12.80423347,2.952384891,1.00E+02
40.43207661,-6.381513516,-10.41472802,-13.41843823,2.831676357,1.00E+02
40.44447825,-6.436292686,-10.30048112,-13.94740893,2.675431484,9.40E+01
40.455769,-6.49038447,-10.17942825,-14.37400329,2.450604616,8.40E+01
40.46595242,-6.543728341,-10.05323661,-14.68356212,2.142695941,7.50E+01
40.47504525,-6.596200466,-9.922421209,-14.86968598,1.749418088,6.90E+01
40.48306038,-6.647730987,-9.787606062,-14.92728395,1.276491385,7.50E+01
40.48999978,-6.698383729,-9.649800761,-14.85382336,0.759827382,7.40E+01
40.49587539,-6.748151254,-9.50935055,-14.64979632,0.224105232,7.50E+01
40.50070809,-6.796923162,-9.366323844,-14.3135303,-0.342325964,7.80E+01
40.50452172,-6.844604735,-9.220315028,-13.84834807,-0.941655649,7.50E+01
40.50735108,-6.891054032,-9.06989684,-13.26474521,-1.574134618,7.40E+01
40.50922625,-6.936157674,-8.91410986,-12.57062127,-2.241751534,9.30E+01
40.51016,-6.979947832,-8.753193496,-11.77024306,-2.919349365,9.70E+01
40.51016557,-7.022447006,-8.587485824,-10.86699323,-3.586655444,7.40E+01
40.50925313,-7.063666185,-8.417930467,-9.858877314,-4.237903428,6.60E+01
40.50743123,-7.103670235,-8.245289766,-8.747913284,-4.852559455,5.40E+01
40.50472101,-7.142502101,-8.068827327,-7.547942141,-5.403206361,3.80E+01
40.50113822,-7.180252924,-7.888200098,-6.271710847,-5.857066488,6.70E+01
40.49668939,-7.217109296,-7.703572767,-4.931911201,-6.163184565,6.40E+01
40.49138876,-7.253190665,-7.51474742,-3.542725626,-6.283535928,5.40E+01
40.4852552,-7.28850374,-7.3220488,-2.111343747,-6.211028448,4.70E+01
40.47831236,-7.323017652,-7.125588204,-0.646566355,-5.944322639,2.90E+01
40.4705974,-7.356597325,-6.924665488,0.838492646,-5.49785575,3.80E+01
40.46214394,-7.389104704,-6.71921905,2.334950606,-4.892219161,5.30E+01
40.45297274,-7.420515395,-6.510037854,3.836138086,-4.129510182,6.90E+01
40.44310993,-7.450724582,-6.298042257,5.337715745,-3.22970433,7.40E+01
40.43258381,-7.47954195,-6.084780191,6.841757161,-2.235809636,5.60E+01
40.42142192,-7.506831337,-5.87148272,8.345434115,-1.181298324,5.40E+01
40.40966115,-7.532467184,-5.658022974,9.834396515,-0.095467181,6.10E+01
40.39733615,-7.556370023,-5.444248258,11.29194332,0.997220724,6.40E+01
40.38447474,-7.578591028,-5.229807015,12.6952754,2.094394408,7.00E+01
40.37111156,-7.59911258,-5.014152888,14.0209574,3.177617613,5.40E+01
40.3572874,-7.617752884,-4.797593188,15.25541448,4.190221276,3.80E+01
40.34304475,-7.63436041,-4.580004033,16.37988827,5.07842804,3.80E+01
40.32843275,-7.648772838,-4.360511506,17.36912796,5.784330546,4.30E+01
40.31349571,-7.660824756,-4.138741946,18.20421219,6.255261389,4.70E+01
40.29826345,-7.6704843,-3.914597208,18.86981876,6.479535153,4.80E+01
40.28276358,-7.677695823,-3.688249172,19.35630496,6.449188116,6.10E+01
40.26701838,-7.68234459,-3.460772725,19.66715327,6.156942229,7.00E+01
40.25104565,-7.684392163,-3.232899324,19.8035452,5.616898121,6.60E+01
40.23486871,-7.683835548,-3.004325605,19.7566609,4.84600098,6.10E+01
40.21850221,-7.680715,-2.775033354,19.52411876,3.884577512,6.60E+01
40.20194882,-7.675179024,-2.545052976,19.10729481,2.811917318,6.60E+01
40.18521582,-7.667323389,-2.314348922,18.50743438,1.691669546,7.40E+01
40.1683157,-7.657105311,-2.083633088,17.73375692,0.552784483,8.10E+01
40.15126277,-7.644473255,-1.853440693,16.79412672,-0.580696003,0.00E+00
40.13408121,-7.629316196,-1.623839415,15.6904174,-1.711411638,0.00E+00
40.11678803,-7.611529085,-1.395338542,14.43301108,-2.827501349,3.80E+01
40.09938024,-7.5911497,-1.168715153,13.04271037,-3.85410642,2.40E+01
40.08185671,-7.568166521,-0.944882843,11.54330561,-4.727597412,1.40E+01
40.06421578,-7.542500337,-0.72526932,9.966313246,-5.395424303,3.80E+01
40.04645355,-7.514130503,-0.510963139,8.339751802,-5.801477634,6.10E+01
40.02857848,-7.483031179,-0.302159557,6.676044167,-5.933316424,6.70E+01
40.01059621,-7.449217925,-0.09893521,4.986551175,-5.779096417,8.40E+01
39.99250515,-7.412823168,0.099002004,3.279041067,-5.31149191,6.30E+01
39.97431078,-7.373930688,0.292128787,1.557133155,-4.536561763,5.30E+01
39.95602169,-7.332518603,0.48041743,-0.16846614,-3.485426841,4.70E+01
39.93765042,-7.288591436,0.664313023,-1.895398214,-2.213718282,3.40E+01
39.91922037,-7.242137889,0.84490522,-3.634134693,-0.825106598,4.30E+01
39.90074648,-7.193159078,1.022957571,-5.385577722,0.595342575,3.80E+01
39.88222444,-7.141770637,1.198997509,-7.137838237,2.02215866,4.30E+01
39.86364581,-7.088077264,1.373370577,-8.872625519,3.433394771,4.40E+01
39.84499159,-7.032155363,1.545744476,-10.55479215,4.832569034,3.50E+01
39.82624168,-6.974131825,1.716161013,-12.15358382,6.21325288,2.60E+01
39.80739243,-6.914135558,1.885702486,-13.66071799,7.492926123,2.10E+01
39.78843136,-6.852326674,2.055276263,-15.05988235,8.606471239,3.00E+01
39.76933497,-6.78893922,2.225785821,-16.3286556,9.513430645,4.00E+01
39.75008815,-6.724157345,2.398164915,-17.45202262,10.16118865,5.40E+01
39.73067788,-6.658066281,2.572542484,-18.40975191,10.53445929,6.10E+01
39.71109812,-6.590726438,2.749131646,-19.19019117,10.61522902,5.00E+01
39.69136123,-6.522127095,2.928452613,-19.801136,10.35641113,3.00E+01
39.67147345,-6.452246207,3.110536433,-20.2427887,9.749884695,2.90E+01
39.6514241,-6.38114122,3.295165137,-20.50199797,8.830528199,3.40E+01
39.63120921,-6.308804737,3.481797067,-20.57049166,7.653960419,5.00E+01
39.61082648,-6.235153704,3.669171944,-20.43733541,6.323510157,6.10E+01
39.59027284,-6.160140919,3.856344381,-20.09524169,4.924477533,7.50E+01
39.56955805,-6.083725378,4.043231375,-19.55541818,3.468620874,6.60E+01
39.5486885,-6.005889692,4.229800555,-18.82828484,1.966178085,6.10E+01
39.52766157,-5.926703661,4.41640917,-17.9215208,0.408126512,6.90E+01
39.50648456,-5.846176491,4.603303434,-16.85270071,-1.211266864,7.40E+01
39.4851742,-5.764181013,4.789695093,-15.642745,-2.823129889,9.30E+01
39.4637504,-5.68060092,4.975069002,-14.31968456,-4.378919525,9.30E+01
39.44224339,-5.595300656,5.159281711,-12.92537131,-5.863849865,1.00E+02
39.42067592,-5.508148819,5.341904004,-11.49361187,-7.242908419,1.00E+02
39.39904834,-5.41913625,5.522800037,-10.03967779,-8.501761622,8.80E+01
39.37735734,-5.328245497,5.701662015,-8.574707136,-9.618530622,8.00E+01
39.35559098,-5.235432816,5.877577864,-7.097613508,-10.53126772,5.30E+01
39.33373108,-5.140714259,6.050053365,-5.605512766,-11.21341146,2.40E+01
39.31176923,-5.044112468,6.219204302,-4.111189405,-11.69128835,2.70E+01
39.28968382,-4.945701588,6.385189529,-2.615386,-12.00090227,5.10E+01
39.26743488,-4.845659913,6.548544316,-1.104139336,-12.21275432,4.30E+01
39.24499253,-4.744104167,6.709596204,0.42530898,-12.38300425,6.30E+01
39.22233871,-4.641022251,6.867740261,1.96708128,-12.49391928,5.60E+01
39.19946153,-4.536375446,7.022356773,3.506372695,-12.52773812,4.10E+01
39.17636913,-4.430036145,7.172727708,5.00531713,-12.45831857,6.10E+01
