Delta,Theta,Alpha,Beta,Gamma,Attention
24.16512092,9.058081365,-2.222907498,-2.216362298,-4.278886689,6.90E+01
24.01409241,9.16123087,-2.499886772,-2.388497508,-3.905322859,4.80E+01
23.86203135,9.262560601,-2.773422633,-2.548004272,-3.455477221,4.70E+01
23.70890575,9.362193607,-3.043777168,-2.688199081,-2.937132309,5.00E+01
23.55469185,9.46020451,-3.310928263,-2.80431654,-2.358772243,4.40E+01
23.39938846,9.556594524,-3.574634963,-2.898867222,-1.729479143,4.40E+01
23.24299551,9.651346668,-3.834492677,-2.974248712,-1.056915085,4.10E+01
23.08552169,9.744361572,-4.089482507,-3.033498357,-0.345968714,2.70E+01
22.92697531,9.835578976,-4.338976381,-3.081507236,0.394595001,3.50E+01
22.76734285,9.925091829,-4.583389691,-3.120266227,1.148263183,5.00E+01
22.60661864,10.01296146,-4.823016787,-3.154293167,1.89805508,4.40E+01
22.44480823,10.09922635,-5.058195893,-3.192542311,2.625386406,3.80E+01
22.28190823,10.18395241,-5.289251967,-3.240987588,3.312661721,3.50E+01
22.11791599,10.26713084,-5.515620746,-3.30216902,3.950580777,2.40E+01
21.95282297,10.34877898,-5.736773824,-3.37695663,4.530416044,3.50E+01
21.78660297,10.42898936,-5.952395423,-3.461151055,5.043661939,6.30E+01
21.61923767,10.50779459,-6.161678043,-3.551448836,5.486420062,6.00E+01
21.45072581,10.58516983,-6.363658104,-3.650188773,5.855638612,6.40E+01
21.28106248,10.66107354,-6.556968976,-3.756897679,6.153763056,4.70E+01
21.11024561,10.73539509,-6.739439768,-3.868809802,6.392234745,2.90E+01
20.93827175,10.80806544,-6.909334233,-3.984951028,6.577152008,2.90E+01
20.76512012,10.87914786,-7.065920528,-4.103058176,6.703288923,2.70E+01
20.59077214,10.94871462,-7.208640289,-4.22277993,6.762443403,5.30E+01
20.41521414,11.01687431,-7.337561449,-4.348707563,6.737695577,5.00E+01
20.23842528,11.08375124,-7.452625892,-4.48265778,6.614337054,6.30E+01
20.06038515,11.1493782,-7.552543211,-4.621400125,6.393408459,6.60E+01
19.88106918,11.21383572,-7.636436177,-4.762459525,6.070858825,4.70E+01
19.70044196,11.27727748,-7.703913095,-4.902100816,5.63723682,5.60E+01
19.51847583,11.33979933,-7.754261361,-5.036685016,5.090013346,4.70E+01
19.33515779,11.40146194,-7.787160586,-5.167190701,4.426383432,6.10E+01
19.15047862,11.46228559,-7.802067417,-5.293481141,3.650264794,6.40E+01
18.96443979,11.52218062,-7.797660843,-5.413486734,2.78064526,7.70E+01
18.7770445,11.58108514,-7.773191293,-5.52720226,1.832270305,8.00E+01
18.58828444,11.63903991,-7.728760317,-5.634811949,0.809544679,6.60E+01
18.3981608,11.69603869,-7.664520269,-5.737583041,-0.278089551,8.00E+01
18.20668573,11.7520523,-7.581096619,-5.839920422,-1.420978542,6.70E+01
18.01386684,11.80705762,-7.478968727,-5.944230355,-2.606368695,7.50E+01
17.81971204,11.86095765,-7.357580661,-6.048714604,-3.806914907,9.10E+01
17.62422641,11.91367212,-7.216485041,-6.150994128,-4.994803306,7.80E+01
17.42740328,11.96517661,-7.055306011,-6.246408158,-6.143961622,8.10E+01
17.22924509,12.01538321,-6.873478031,-6.330139377,-7.219479958,9.10E+01
17.02977357,12.0641373,-6.670970614,-6.401113038,-8.181863527,7.70E+01
16.82900961,12.11126511,-6.447509849,-6.456350184,-8.985344244,7.00E+01
16.62697775,12.15653153,-6.202267532,-6.490508014,-9.572617448,6.10E+01
16.42370255,12.19973126,-5.934880435,-6.499945671,-9.89860755,4.70E+01
16.21919242,12.24077424,-5.645450282,-6.481203792,-9.944617439,4.10E+01
16.01345774,12.27957682,-5.334329397,-6.43209745,-9.702412335,4.40E+01
15.80651332,12.31608303,-5.002582807,-6.354101013,-9.183674579,5.10E+01
15.59836666,12.35026493,-4.65117786,-6.247221351,-8.407847422,3.50E+01
15.38902555,12.38203871,-4.280382148,-6.107864287,-7.381342223,4.70E+01
15.17849166,12.41137822,-3.890825337,-5.933541059,-6.132342222,5.00E+01
14.96675343,12.43834564,-3.483398868,-5.72175104,-4.714873684,4.40E+01
14.75380856,12.46294167,-3.058952245,-5.469545369,-3.173960448,6.10E+01
14.53967297,12.4850926,-2.618826581,-5.176234474,-1.546974909,5.30E+01
14.32436711,12.50468588,-2.164295621,-4.840051982,0.134083809,5.30E+01
14.10792447,12.52149928,-1.696269181,-4.457009774,1.861075799,7.00E+01
13.89037738,12.53534428,-1.216101339,-4.024612311,3.60642625,6.90E+01
13.6717379,12.5461806,-0.725634716,-3.54163808,5.294212268,6.90E+01
13.45202678,12.55391998,-0.226843819,-3.006934619,6.851248068,7.40E+01
13.23127435,12.55844161,0.277889011,-2.420780785,8.200221654,5.00E+01
13.00950343,12.5596571,0.786421816,-1.783348969,9.269310826,5.40E+01
12.78673945,12.55741442,1.297480258,-1.093291078,10.03629844,4.10E+01
12.56300123,12.55160054,1.809900127,-0.35015349,10.4835589,3.50E+01
12.33828974,12.54220155,2.322792837,0.445673609,10.59367398,4.40E+01
12.11261396,12.52914234,2.835525173,1.293874601,10.37620197,3.50E+01
11.88599892,12.51227045,3.347108836,2.193152932,9.845910903,4.70E+01
11.65846555,12.4914365,3.857061982,3.141983541,9.047064986,4.70E+01
11.4300372,12.46644142,4.365634605,4.139181164,8.073129374,4.40E+01
11.20073609,12.43711231,4.872720198,5.182504969,6.995806469,7.40E+01
10.97056834,12.40339554,5.377783101,6.268511268,5.838020521,5.70E+01
10.73954265,12.36523097,5.88010877,7.393113622,4.614288246,6.60E+01
10.50767331,12.32255832,6.378287863,8.551069111,3.302569567,6.30E+01
10.27496647,12.27535169,6.871311055,9.736412164,1.897491814,4.80E+01
10.0414257,12.22354679,7.359426873,10.94299987,0.474989335,6.00E+01
9.807050159,12.1671182,7.842695958,12.16354533,-0.906406362,4.30E+01
9.571827822,12.10611434,8.321126873,13.38955348,-2.206138271,3.70E+01
9.335754558,12.04052924,8.794760147,14.61286329,-3.371616793,2.90E+01
9.098843789,11.97028278,9.262662906,15.82610001,-4.393429859,1.30E+01
8.86111284,11.89526343,9.723952111,17.02221382,-5.254688159,2.70E+01
8.622589584,11.81527215,10.17806178,18.19525181,-5.904817783,2.30E+01
8.383304782,11.73011546,10.62382485,19.33893824,-6.331540639,3.00E+01
8.143277137,11.63969166,11.05977304,20.44534766,-6.560461849,4.40E+01
7.902536271,11.54384193,11.48399722,21.50737078,-6.635316162,3.00E+01
7.661125336,11.44235381,11.89367251,22.51875206,-6.647066289,3.50E+01
7.41907969,11.33504773,12.28644748,23.47175913,-6.664757723,2.40E+01
7.176429368,11.22173123,12.66117749,24.35727845,-6.680787464,2.10E+01
6.933198893,11.10224318,13.01688768,25.16473631,-6.68371698,2.10E+01
6.689395788,10.97651172,13.35325609,25.88075137,-6.63943925,1.60E+01
6.445036,10.84441159,13.66984763,26.49232358,-6.512991976,2.30E+01
6.200159292,10.70571047,13.96483559,26.98885465,-6.339111628,2.10E+01
5.954800525,10.5601902,14.23686294,27.35837274,-6.127914961,4.00E+01
5.708993921,10.40761295,14.48516243,27.58801292,-5.851218895,6.00E+01
5.462775235,10.24775344,14.70860263,27.66705519,-5.506989061,6.10E+01
5.216163169,10.08050064,14.90648324,27.58650662,-5.087043485,6.40E+01
4.969179737,9.90573959,15.07788024,27.34015404,-4.597666367,5.70E+01
4.721856343,9.723339439,15.22101236,26.92668388,-4.096690825,5.70E+01
4.474213324,9.533226916,15.3347653,26.34509101,-3.612175391,5.00E+01
4.226263783,9.33533819,15.41902908,25.59238885,-3.114006865,4.70E+01
3.978015253,9.129660253,15.4737814,24.66897757,-2.576498617,5.10E+01
3.729460585,8.916276425,15.49956442,23.5780532,-1.956502149,3.00E+01
3.480599252,8.69523077,15.49676944,22.32311783,-1.217901508,2.40E+01
3.231450583,8.466477379,15.46460701,20.90973532,-0.388233467,1.70E+01
2.982034465,8.229963238,15.40242386,19.34356072,0.510008986,1.70E+01
2.73237757,7.985578167,15.30965555,17.62836867,1.463328394,4.10E+01
2.482506073,7.733238588,15.18555659,15.772068,2.439360748,5.10E+01
2.232426653,7.473000737,15.03005974,13.78907956,3.424039976,6.70E+01
1.982152366,7.204891766,14.84284216,11.6954659,4.386795898,5.70E+01
1.731705796,6.92890557,14.62297268,9.510472156,5.259303627,6.30E+01
1.481101241,6.645077311,14.3700594,7.252546446,5.996517569,5.60E+01
1.230353086,6.35340522,14.0842006,4.93314261,6.584585558,5.00E+01
0.9794702,6.053920558,13.76578812,2.563543788,7.01878173,7.00E+01
0.72844561,5.746741567,13.41603552,0.154236609,7.328929974,6.10E+01
0.477278756,5.431941632,13.03603551,-2.286351685,7.538040175,7.70E+01
0.22598351,5.10953015,12.6261047,-4.746953713,7.623348236,9.00E+01
-0.025429867,4.779521206,12.18695232,-7.220081873,7.580551456,8.00E+01
-0.276949084,4.441889928,11.71954447,-9.704480103,7.421189987,9.40E+01
-0.528564038,4.096647572,11.22486515,-12.19332917,7.146168453,8.80E+01
-0.780281117,3.743930394,10.70456475,-14.67141833,6.773775732,6.70E+01
-1.032105862,3.38388527,10.16027051,-17.11958536,6.312160699,6.30E+01
-1.284040811,3.01668068,9.593294843,-19.50940894,5.738803124,3.80E+01
-1.536095645,2.642518926,9.005466416,-21.81382284,5.05199281,2.70E+01
-1.788279898,2.261554912,8.39908055,-24.01725079,4.279684863,2.60E+01
-2.040608064,1.873991782,7.776653752,-26.0989523,3.449000647,3.80E+01
-2.293105448,1.480110384,7.141238486,-28.03361712,2.601828716,2.90E+01
-2.545789998,1.080139591,6.495549761,-29.80151458,1.775062614,4.10E+01
-2.798665543,0.674247866,5.841274079,-31.38345247,0.969947971,4.80E+01
