Delta,Theta,Alpha,Beta,Gamma,Attention
38.33079061,-10.97163184,-1.684061114,2.158623495,-7.621124998,4.70E+01
38.47568143,-11.01677119,-1.984505482,2.024813858,-7.787539485,4.00E+01
38.62226226,-11.06239056,-2.289286993,1.881242098,-7.588785169,4.00E+01
38.77053505,-11.10842456,-2.598061316,1.727315444,-7.019890803,2.70E+01
38.9204987,-11.15486881,-2.911131597,1.56210931,-6.125022296,3.70E+01
39.07215235,-11.20165888,-3.228309217,1.38344122,-4.974325522,4.70E+01
39.22549359,-11.24865264,-3.548890217,1.185391584,-3.69676708,3.80E+01
39.38052055,-11.2957429,-3.8723952,0.964485904,-2.398732709,5.10E+01
39.53723502,-11.34284283,-4.198259264,0.722463082,-1.098496831,4.80E+01
39.69563826,-11.38988442,-4.526087347,0.461806012,0.187957878,4.10E+01
39.85573091,-11.43687739,-4.856114619,0.187767225,1.469610432,4.10E+01
40.01751483,-11.48378,-5.188078956,-0.094105097,2.750571001,4.80E+01
40.18099119,-11.53042064,-5.520731951,-0.382703731,3.943486841,4.30E+01
40.3461622,-11.57664171,-5.852849952,-0.674526384,4.985793031,4.40E+01
40.51303239,-11.62227716,-6.182975821,-0.963071616,5.855161443,6.00E+01
40.68160407,-11.66715303,-6.509743738,-1.243982119,6.508037885,4.40E+01
40.85187577,-11.71118928,-6.832790347,-1.513351213,6.932654946,3.80E+01
41.02384457,-11.75428951,-7.151730202,-1.768884198,7.111433749,4.00E+01
41.19750416,-11.79631559,-7.466089113,-2.012872961,6.983078189,3.00E+01
41.37284769,-11.83718028,-7.775832593,-2.245860379,6.532578515,3.70E+01
41.54987109,-11.87681399,-8.080861263,-2.463839031,5.808571623,4.10E+01
41.72856752,-11.91517938,-8.381535535,-2.664302175,4.877426709,4.00E+01
41.90892705,-11.95231865,-8.679067075,-2.844928216,3.854492434,4.40E+01
42.09094104,-11.9882225,-8.974153016,-3.002695602,2.837876045,5.30E+01
42.27460106,-12.02276373,-9.266518503,-3.137175015,1.836196396,5.10E+01
42.45989967,-12.05579446,-9.555637907,-3.246502155,0.859246205,3.00E+01
42.646833,-12.08710129,-9.84018846,-3.325797783,-0.095652396,3.80E+01
42.83539473,-12.11647226,-10.11903163,-3.372104545,-1.034233037,3.80E+01
43.02557298,-12.14381201,-10.39236989,-3.384408693,-1.886790893,4.40E+01
43.21735645,-12.16897475,-10.65994952,-3.36165837,-2.606830496,6.40E+01
43.41073323,-12.19175263,-10.92105329,-3.304480039,-3.191345758,6.00E+01
43.60569148,-12.21198893,-11.17536309,-3.213201092,-3.614834732,6.10E+01
43.8022241,-12.22952722,-11.42220465,-3.085677093,-3.867652752,5.60E+01
44.00032359,-12.24425279,-11.66126228,-2.920675165,-3.935296817,6.30E+01
44.19998118,-12.2561621,-11.89320282,-2.717846333,-3.762167324,5.70E+01
44.40119069,-12.26521006,-12.11815653,-2.476341979,-3.331729074,4.70E+01
44.60394678,-12.27125322,-12.33538982,-2.196317254,-2.691250045,4.80E+01
44.80824619,-12.2741812,-12.54427281,-1.877749288,-1.899345531,3.50E+01
45.01408991,-12.27388094,-12.74382999,-1.519540468,-1.050906055,4.00E+01
45.22147693,-12.27024478,-12.93327115,-1.121936233,-0.22996593,4.00E+01
45.43040142,-12.26325899,-13.11291746,-0.686967683,0.55602059,3.70E+01
45.64085705,-12.25289595,-13.28300888,-0.21735737,1.296399872,4.70E+01
45.85283476,-12.23908989,-13.44367262,0.282572176,1.983716624,3.50E+01
46.06632641,-12.22183089,-13.59541282,0.807991215,2.616512404,3.50E+01
46.28133029,-12.20114058,-13.73850309,1.354898165,3.13637816,1.40E+01
46.49784303,-12.17706788,-13.87355179,1.917934734,3.503031228,1.70E+01
46.71585931,-12.14973058,-14.00186491,2.490314476,3.714240337,2.60E+01
46.93537556,-12.11920665,-14.12428625,3.065982842,3.749645079,2.90E+01
47.15638621,-12.08546891,-14.24094167,3.639583545,3.597916133,5.10E+01
47.37888695,-12.0484748,-14.35172956,4.206451024,3.246169643,4.30E+01
47.60287726,-12.00813155,-14.45584308,4.763814434,2.651041745,4.80E+01
47.8283542,-11.96432969,-14.55251342,5.308356697,1.800589029,4.40E+01
48.05531139,-11.91703155,-14.64180306,5.834646197,0.736705579,4.70E+01
48.2837423,-11.86613999,-14.72328949,6.338293714,-0.488334759,4.40E+01
48.51363822,-11.81147882,-14.7960617,6.81570087,-1.793134119,4.10E+01
48.74499195,-11.7529261,-14.85952719,7.262008645,-3.103684263,4.00E+01
48.97780223,-11.69040628,-14.91302045,7.671789764,-4.407036638,2.30E+01
49.21206812,-11.6238822,-14.95615507,8.038204724,-5.687300824,2.40E+01
49.44778962,-11.55342426,-14.98934396,8.351599103,-6.930426262,2.40E+01
49.68496806,-11.47906124,-15.0125512,8.603093748,-8.125662435,2.30E+01
49.92360197,-11.40068308,-15.02480663,8.786272631,-9.213960519,5.40E+01
50.16369201,-11.31821822,-15.02528384,8.893666532,-10.14971238,6.00E+01
50.40524245,-11.23161083,-15.01300806,8.917479014,-10.91675299,6.00E+01
50.64825429,-11.14078117,-14.98704572,8.851338523,-11.48517969,6.70E+01
50.89272475,-11.04572229,-14.94733893,8.689235021,-11.83591055,4.80E+01
51.13864855,-10.94639172,-14.89371903,8.42728102,-11.94964878,3.50E+01
51.38601467,-10.84266273,-14.82575851,8.065280509,-11.78425502,3.80E+01
51.63481224,-10.73446486,-14.74346953,7.602897888,-11.32443356,3.80E+01
51.88503517,-10.62178457,-14.64696232,7.038435515,-10.59738492,3.80E+01
52.13667365,-10.50461213,-14.53665513,6.372332734,-9.641826561,3.40E+01
52.38971459,-10.38299214,-14.41365354,5.606402651,-8.524225557,5.10E+01
52.64414578,-10.25693758,-14.27872885,4.743051704,-7.302284223,4.30E+01
52.89995283,-10.12634867,-14.13188163,3.786872678,-5.979750337,5.10E+01
53.15712227,-9.99112619,-13.97303992,2.742654577,-4.56069968,4.00E+01
53.4156446,-9.851156665,-13.80170577,1.614341167,-3.042404157,3.50E+01
53.6755061,-9.706300309,-13.61747738,0.408774668,-1.421261688,5.30E+01
53.93668617,-9.556467714,-13.42088381,-0.863364779,0.258868773,3.80E+01
54.19916355,-9.401529311,-13.21216727,-2.189884437,1.967436035,4.70E+01
54.46291417,-9.241287171,-12.99121511,-3.555937069,3.699653576,4.80E+01
54.72791505,-9.075592396,-12.7582243,-4.947613802,5.433829516,5.00E+01
54.99415118,-8.904349736,-12.51321946,-6.356024,7.153670854,4.70E+01
55.26160763,-8.727493693,-12.25645211,-7.772723077,8.836103646,3.80E+01
55.5302699,-8.545043599,-11.98883254,-9.19063097,10.4276996,4.40E+01
55.80012636,-8.357005032,-11.71093055,-10.60388332,11.89641689,3.00E+01
56.07116346,-8.163294835,-11.42272429,-12.0039429,13.2491207,3.80E+01
56.3433716,-7.963876927,-11.12426867,-13.38524055,14.49481477,4.80E+01
56.61674791,-7.758752812,-10.81540571,-14.74668535,15.65984408,4.00E+01
56.89128498,-7.547897556,-10.4960993,-16.08321035,16.76091236,3.80E+01
57.16696807,-7.331309795,-10.1670629,-17.38430483,17.76282509,4.10E+01
57.44377976,-7.108958974,-9.828963971,-18.63649564,18.62899862,4.70E+01
57.72169519,-6.880736963,-9.4823969,-19.81934985,19.31894519,5.60E+01
58.00069132,-6.64658281,-9.128196121,-20.91377699,19.78189659,7.40E+01
58.28075635,-6.406519044,-8.767015795,-21.90919686,19.99385213,8.40E+01
58.56187456,-6.16055858,-8.399722123,-22.79145361,19.91444793,7.00E+01
58.84402677,-5.908737493,-8.027631675,-23.54351682,19.47324596,5.10E+01
59.12719699,-5.651089358,-7.65176524,-24.15229021,18.62643353,4.40E+01
59.41136589,-5.387569874,-7.272712439,-24.60466586,17.35867885,3.40E+01
59.69651742,-5.118151648,-6.890919529,-24.89214124,15.67331009,3.80E+01
59.98264393,-4.842835709,-6.506377224,-25.0158259,13.61974733,3.40E+01
60.26973334,-4.561589321,-6.119109956,-24.9746891,11.24319501,2.40E+01
60.55776662,-4.274379778,-5.729666575,-24.76179127,8.547841295,4.00E+01
60.84672581,-3.981153611,-5.338296211,-24.37423117,5.564277683,2.90E+01
61.13659013,-3.681802668,-4.944957793,-23.81045956,2.344059542,3.80E+01
61.42734057,-3.376254274,-4.549760393,-23.07007839,-1.064585975,4.80E+01
61.71896746,-3.064507329,-4.152675661,-22.15980473,-4.586651093,4.30E+01
62.0114606,-2.746572686,-3.753801777,-21.08604278,-8.15165976,4.40E+01
62.30480899,-2.422504363,-3.353662264,-19.85266858,-11.71459309,4.30E+01
62.59900509,-2.09235633,-2.952464268,-18.46965534,-15.19788474,4.00E+01
62.89404,-1.756112948,-2.549857689,-16.95293882,-18.48048765,4.80E+01
63.18990787,-1.413791464,-2.145505803,-15.32170467,-21.43193914,5.70E+01
63.48660905,-1.065448229,-1.73889244,-13.60165515,-23.89450512,6.60E+01
63.78413983,-0.711113375,-1.329573468,-11.81532795,-25.73620614,5.70E+01
64.08248982,-0.350823963,-0.917716575,-9.974107386,-26.90885374,4.30E+01
64.38164655,0.015402484,-0.503465178,-8.087903034,-27.38373231,4.30E+01
64.68159135,0.38760824,-0.086917306,-6.162241556,-27.16595198,4.30E+01
64.98230565,0.765805614,0.331585286,-4.200368803,-26.2917221,5.30E+01
65.28377831,1.149945656,0.751782545,-2.21229958,-24.77350436,6.00E+01
65.58599355,1.539991681,1.173155349,-0.201387783,-22.68092394,5.60E+01
65.88893083,1.935897191,1.594699438,1.838387041,-20.16213566,6.10E+01
66.19257296,2.337611909,2.01570423,3.905582591,-17.33322583,5.70E+01
66.49690323,2.745131758,2.435977994,5.989928315,-14.26453933,6.40E+01
66.80190787,3.158436125,2.855467075,8.075644358,-11.01050446,7.00E+01
67.10758114,3.577474185,3.274571248,10.13313073,-7.557344193,6.40E+01
67.41391336,4.002216647,3.69358153,12.13660608,-3.935748242,7.40E+01
67.72088552,4.432640177,4.112049549,14.07768769,-0.313976756,5.60E+01
68.02848054,4.868725899,4.529777852,15.94179416,3.157268073,5.60E+01
68.33668077,5.310482179,4.946814189,17.71016386,6.332548341,6.00E+01
68.64546822,5.757894914,5.362971723,19.36948042,9.065032174,5.60E+01
68.95483237,6.210900427,5.778235798,20.90174302,11.31735087,6.00E+01
