Delta,Theta,Alpha,Beta,Gamma,Attention
33.18540014,-2.408337416,-5.119829632,0.26260401,-18.49395535,3.50E+01
33.1887733,-2.453183831,-4.934371271,0.655117348,-18.17414841,3.50E+01
33.19230055,-2.49767371,-4.733266535,1.049016852,-17.62798626,2.70E+01
33.19598001,-2.541791324,-4.517324942,1.443513741,-16.9400432,3.50E+01
33.19981294,-2.585526505,-4.287724743,1.836269124,-16.11906948,5.00E+01
33.20380148,-2.628862474,-4.045514021,2.223789814,-15.16777574,4.70E+01
33.2079503,-2.671763369,-3.791197843,2.599781145,-14.05875675,6.30E+01
33.21226371,-2.714205174,-3.525781321,2.958756504,-12.77350201,5.10E+01
33.21674214,-2.756184962,-3.25100232,3.298613161,-11.38285206,5.10E+01
33.22138756,-2.797697661,-2.968653024,3.61604923,-9.93449618,5.40E+01
33.22620358,-2.838744181,-2.680881218,3.907037434,-8.442542414,5.70E+01
33.2311924,-2.879321667,-2.389628027,4.168650671,-6.94352562,7.00E+01
33.23635683,-2.919402188,-2.095827627,4.397100979,-5.444694841,6.30E+01
33.2416984,-2.958958188,-1.800345263,4.59003703,-3.9649104,5.70E+01
33.24721525,-2.997963638,-1.503900547,4.748158979,-2.571567345,4.30E+01
33.25290703,-3.036381294,-1.206839037,4.871083591,-1.291097349,3.80E+01
33.2587762,-3.074174767,-0.909737672,4.956555531,-0.092716081,5.10E+01
33.26482446,-3.111296564,-0.612635619,5.003173979,1.064884783,5.60E+01
33.27105402,-3.14767896,-0.31471773,5.009233444,2.263933545,5.40E+01
33.27746673,-3.183262985,-0.01556916,4.973675797,3.566559954,5.40E+01
33.28406138,-3.21800708,0.284598315,4.898289397,4.9460339,3.40E+01
33.29083712,-3.251871921,0.58540809,4.784823608,6.373355478,3.40E+01
33.29779401,-3.284831734,0.885770448,4.634686823,7.805788177,4.00E+01
33.30493056,-3.316854522,1.184975155,4.450957525,9.189415512,4.10E+01
33.31224485,-3.347878758,1.483707532,4.237500897,10.52954381,2.70E+01
33.31973404,-3.37784919,1.782410045,3.999399678,11.80350008,1.10E+01
33.32739311,-3.406716828,2.081369082,3.743984096,12.93996834,1.60E+01
33.33521852,-3.434425768,2.380999141,3.477296049,13.90004438,1.10E+01
33.34320992,-3.460931258,2.680813704,3.202214099,14.65948681,3.40E+01
33.35136765,-3.486182961,2.980436372,2.920904507,15.21136911,5.70E+01
33.3596941,-3.510114464,3.279967048,2.633520495,15.60772965,6.10E+01
33.36819209,-3.532670258,3.578875827,2.339843505,15.8759016,7.40E+01
33.37686207,-3.553807736,3.876189046,2.042215669,15.9745603,6.10E+01
33.38570652,-3.573485895,4.170564815,1.740881718,15.87837439,5.60E+01
33.39473038,-3.591675009,4.459787375,1.433480583,15.56094604,6.10E+01
33.40393706,-3.608337982,4.742107477,1.119679942,14.99404019,5.30E+01
33.41332898,-3.623412044,5.017088139,0.800934514,14.20405101,4.10E+01
33.42290745,-3.636832911,5.284441907,0.480318255,13.20720833,5.30E+01
33.43267047,-3.648530994,5.544455874,0.165008247,11.99317285,4.00E+01
33.44261762,-3.658432288,5.79739217,-0.139256106,10.57940562,4.80E+01
33.45275291,-3.666477589,6.042213176,-0.431760943,8.993040356,5.40E+01
33.46307936,-3.672598629,6.278374128,-0.710242996,7.272502515,4.80E+01
33.47359985,-3.67671252,6.506000932,-0.97173357,5.492464967,5.40E+01
33.48431758,-3.678749424,6.724757303,-1.214451753,3.710162183,6.00E+01
33.49523263,-3.678651936,6.934481262,-1.434528754,1.938877909,6.00E+01
33.50634574,-3.676372438,7.134709945,-1.629805556,0.190392038,6.30E+01
33.51765955,-3.671887078,7.323990138,-1.801860069,-1.54151502,6.30E+01
33.52917465,-3.665169683,7.501434198,-1.950433762,-3.264980507,5.40E+01
33.54089021,-3.656174392,7.667223311,-2.072944055,-4.950232803,5.00E+01
33.55280447,-3.644868959,7.821435527,-2.167313837,-6.585574411,3.80E+01
33.56491307,-3.631231618,7.964465807,-2.230172214,-8.184238152,2.60E+01
33.57721284,-3.615238707,8.096617339,-2.259277442,-9.739318709,2.40E+01
33.5897043,-3.59687886,8.217088916,-2.256609069,-11.23608794,2.30E+01
33.6023881,-3.576137947,8.325226987,-2.224162483,-12.64594219,2.10E+01
33.61526603,-3.552988483,8.42062684,-2.164073855,-13.90167119,2.40E+01
33.62833992,-3.527419461,8.502529506,-2.080170814,-14.94964015,2.00E+01
33.64160825,-3.499443109,8.570425418,-1.975823165,-15.77524563,2.40E+01
33.65507069,-3.469075991,8.623548659,-1.856099363,-16.35116326,3.80E+01
33.66872878,-3.436347842,8.660479203,-1.729019667,-16.64787293,4.10E+01
33.68258248,-3.401284399,8.680284657,-1.600716507,-16.64829029,4.80E+01
33.69663148,-3.363883824,8.682783477,-1.474031229,-16.32416894,6.10E+01
33.71087443,-3.324144809,8.668025997,-1.350680537,-15.66683663,5.10E+01
33.72530701,-3.282064172,8.636749199,-1.229220671,-14.70398848,5.10E+01
33.73992596,-3.23763095,8.589696662,-1.108235792,-13.4547818,6.30E+01
33.7547308,-3.19084511,8.526852909,-0.989923037,-11.92461336,6.00E+01
33.76972022,-3.141693864,8.448684315,-0.874033592,-10.13259047,6.30E+01
33.784893,-3.090142467,8.356148092,-0.757713497,-8.098826682,7.50E+01
33.80024776,-3.036174119,8.24999369,-0.640106329,-5.8506267,6.30E+01
33.81578034,-2.979797935,8.131184173,-0.521186078,-3.440968135,6.00E+01
33.83148693,-2.921034633,8.000523748,-0.402700293,-0.922234541,5.40E+01
33.84736458,-2.859934286,7.858198352,-0.290925555,1.658623623,3.70E+01
33.86340896,-2.796541811,7.704880888,-0.19016628,4.23386569,4.40E+01
33.87961534,-2.73086472,7.54209961,-0.099434037,6.71679186,4.70E+01
33.89597824,-2.662926276,7.371368683,-0.019064985,9.008293485,4.70E+01
33.91249036,-2.592763278,7.194469677,0.050545278,10.98653995,4.10E+01
33.92914557,-2.520402213,7.013036858,0.109755134,12.55187565,2.60E+01
33.9459404,-2.445881539,6.827709326,0.155766822,13.66142944,3.80E+01
33.96287191,-2.369228519,6.63910241,0.187296707,14.29097099,2.70E+01
33.97993877,-2.290440641,6.44781669,0.206252651,14.45095976,2.90E+01
33.99714006,-2.209531832,6.254027438,0.212479476,14.1708308,5.10E+01
34.01447294,-2.126542182,6.058009626,0.204121728,13.45728627,4.30E+01
34.03193627,-2.041507697,5.85954257,0.179179377,12.3618745,5.10E+01
34.04953092,-1.95447355,5.657555301,0.133514879,10.99278464,5.40E+01
34.06725677,-1.865481469,5.451368702,0.06450418,9.433308198,3.00E+01
34.08511324,-1.774543654,5.241025871,-0.025991961,7.735553022,2.30E+01
34.10309912,-1.681676784,5.02670663,-0.135886978,5.936033421,2.00E+01
34.12121094,-1.586904561,4.809236321,-0.262107057,4.01490451,1.70E+01
34.1394467,-1.490238573,4.589126924,-0.400446867,1.987598092,3.50E+01
34.15780801,-1.391691965,4.365548779,-0.548607262,-0.025202999,2.30E+01
34.17629613,-1.291269472,4.137935093,-0.70243506,-1.917280204,1.40E+01
34.1949126,-1.188956234,3.905947255,-0.854906205,-3.585387931,1.60E+01
34.21365894,-1.084754299,3.669061115,-1.000945971,-4.925508178,1.30E+01
34.2325335,-0.978697071,3.427497091,-1.137677687,-5.918431536,2.30E+01
34.2515349,-0.870828194,3.181336978,-1.263493117,-6.542642757,4.70E+01
34.27066249,-0.761215602,2.930120619,-1.380361368,-6.753293244,4.80E+01
34.28991402,-0.649932305,2.67397457,-1.489627064,-6.559238021,4.30E+01
34.30928683,-0.537028762,2.413538696,-1.58882013,-5.996920642,4.30E+01
34.32877695,-0.422577508,2.149728524,-1.677501531,-5.145176708,2.70E+01
34.3483777,-0.306676255,1.884207637,-1.756887364,-4.166204247,2.00E+01
34.36808393,-0.189410614,1.618236192,-1.826792141,-3.183356843,2.90E+01
34.38789387,-0.070861013,1.351830077,-1.887559234,-2.217577385,3.70E+01
34.4078064,0.048901095,1.08489302,-1.93800773,-1.277889113,4.00E+01
34.42782253,0.169834352,0.816884881,-1.973218774,-0.318662341,3.50E+01
34.44794293,0.291879073,0.54722435,-1.990194682,0.690173919,4.10E+01
34.46816412,0.41493036,0.276419881,-1.989809377,1.649269099,3.80E+01
34.48848409,0.538889765,0.004529295,-1.972198137,2.495340524,3.80E+01
34.50890248,0.663656426,-0.269043589,-1.938145377,3.210780647,2.90E+01
34.52941756,0.78912892,-0.544425768,-1.888660831,3.748609759,1.00E+01
34.55002834,0.915242496,-0.821735191,-1.821763494,4.110450773,3.00E+00
34.57073274,1.041928313,-1.100784227,-1.736573123,4.281161059,1.00E+00
34.5915255,1.169104755,-1.38043439,-1.634204307,4.176598319,1.00E+01
34.61240301,1.296711687,-1.659989306,-1.514289223,3.773018258,1.40E+01
34.6333645,1.424698524,-1.939748013,-1.375916082,3.126747424,2.10E+01
34.65440878,1.553029757,-2.219808189,-1.217797232,2.310108702,2.10E+01
34.67553552,1.681702594,-2.500401441,-1.03673444,1.455899324,2.60E+01
34.69674393,1.810699385,-2.781719656,-0.830962962,0.672888308,2.70E+01
34.71802983,1.93996367,-3.063025426,-0.602051024,-0.04757602,2.10E+01
34.73938933,2.069436164,-3.343723108,-0.351971717,-0.711373663,3.00E+01
34.7608191,2.199038828,-3.62353926,-0.084049937,-1.336752842,2.60E+01
34.78231457,2.328699069,-3.90178951,0.197764551,-1.953683867,2.40E+01
34.80387163,2.458391873,-4.177762781,0.49145096,-2.509104086,1.60E+01
34.82548522,2.588079629,-4.450527351,0.793426259,-2.982260545,1.40E+01
34.84714812,2.717708095,-4.718551453,1.097989278,-3.41310746,7.00E+00
34.86885449,2.847237927,-4.980705159,1.400845864,-3.805512303,3.00E+00
34.8906008,2.976619227,-5.236673577,1.698818027,-4.15926399,2.00E+01
34.91238413,3.105812449,-5.486310737,1.989735182,-4.460791864,1.40E+01
34.93420359,3.234809088,-5.729996353,2.274273215,-4.633606613,4.00E+01
34.95605822,3.363583404,-5.968192829,2.552346724,-4.639552946,5.00E+01
34.97794458,3.492082027,-6.20070844,2.820882846,-4.524614419,5.60E+01
34.99986073,3.620253293,-6.427827407,3.078165813,-4.329937975,6.40E+01
35.02180623,3.748032305,-6.650401869,3.323337788,-4.116686941,4.30E+01
35.0437797,3.875364235,-6.86897866,3.55456129,-3.942882971,4.30E+01
35.06577983,4.00223745,-7.08404184,3.770675507,-3.788323793,3.50E+01
35.08780451,4.128641912,-7.295865999,3.969293353,-3.642569565,2.60E+01
35.10984919,4.254571161,-7.504018873,4.145274866,-3.513628979,4.00E+01
35.1319107,4.380030716,-7.708483318,4.294833846,-3.388223445,3.00E+01
35.1539887,4.505010695,-7.910214639,4.416664625,-3.278262525,4.40E+01
35.17608244,4.629516455,-8.11002946,4.508937764,-3.179906881,4.80E+01
35.19819154,4.753580054,-8.308833865,4.570390106,-3.045520758,5.60E+01
35.22031549,4.877211163,-8.50750534,4.600052487,-2.851243559,6.10E+01
35.24245101,5.000389734,-8.706053431,4.595248824,-2.601073937,5.10E+01
35.26459511,5.123079617,-8.904555098,4.554360288,-2.303160736,5.70E+01
35.28674552,5.245205746,-9.103314782,4.477489299,-1.99693826,5.30E+01
35.30889855,5.366693364,-9.302169698,4.363986514,-1.708967626,6.00E+01
35.33105019,5.487501894,-9.500815365,4.212928687,-1.413421466,5.60E+01
35.35319539,5.607564034,-9.69859024,4.023607881,-1.094435179,4.30E+01
35.37532689,5.726787504,-9.894092258,3.794557585,-0.741005085,5.00E+01
35.39743846,5.845088329,-10.08625137,3.525299707,-0.335889568,4.70E+01
35.4195262,5.962371063,-10.27480351,3.217527669,0.106547827,5.40E+01
35.44158643,6.078547704,-10.45955421,2.873281369,0.578913966,7.00E+01
35.4636168,6.193560558,-10.64075536,2.495331099,1.094986921,4.40E+01
35.48561456,6.307322874,-10.81850842,2.087370778,1.652762327,5.10E+01
35.50757391,6.419696894,-10.99184463,1.652864904,2.24465294,5.30E+01
35.5294899,6.530542155,-11.16006649,1.196500887,2.859311193,4.10E+01
35.55135861,6.63970062,-11.32281165,0.724654565,3.465412076,6.90E+01
35.57317519,6.747021555,-11.47943978,0.242767541,4.040699378,5.60E+01
35.59493548,6.852411058,-11.62965277,-0.245328208,4.586563951,5.10E+01
35.61663465,6.955775834,-11.77296647,-0.736467562,5.103264344,5.10E+01
35.63826586,7.057023363,-11.90828338,-1.229350455,5.598052904,4.00E+01
35.65982341,7.156083295,-12.03493043,-1.722498592,6.07828702,3.50E+01
35.68130334,7.252875083,-12.15281674,-2.212235641,6.530308186,2.90E+01
35.7027016,7.347346142,-12.2619005,-2.696269282,6.94689421,3.50E+01
35.72401494,7.439492372,-12.36253726,-3.173728551,7.330716629,2.60E+01
35.74523963,7.529278434,-12.45485656,-3.642297382,7.677551947,2.00E+01
35.76636938,7.616615602,-12.53804152,-4.09875549,7.986802393,3.70E+01
35.78739797,7.701397898,-12.61125427,-4.538502744,8.254421434,2.60E+01
35.80831915,7.783468491,-12.67353595,-4.953839493,8.463159339,4.30E+01
35.829126,7.862683171,-12.72375455,-5.338071698,8.602436994,4.40E+01
35.84981248,7.938977347,-12.76129521,-5.687755097,8.673105898,3.80E+01
35.87037179,8.01225933,-12.7852353,-5.998312754,8.674109642,4.30E+01
35.89079563,8.082412218,-12.79411521,-6.264779066,8.60816429,3.70E+01
35.91107684,8.149345297,-12.78688067,-6.483288517,8.477677316,4.10E+01
35.93120974,8.212950442,-12.76283168,-6.649151525,8.274407365,4.30E+01
35.95118933,8.273145735,-12.72152338,-6.759356101,7.992952864,4.30E+01
35.97101253,8.329913566,-12.66322935,-6.814109886,7.632174869,2.90E+01
35.99067614,8.383208001,-12.58807459,-6.812753896,7.187778023,3.80E+01
36.01017513,8.432933726,-12.49546759,-6.75307265,6.657829046,4.30E+01
36.02950567,8.479008266,-12.38516255,-6.633987085,6.039379864,3.80E+01
36.04866506,8.521335715,-12.25713777,-6.454428546,5.324402382,4.80E+01
36.06765019,8.559832701,-12.11129425,-6.214096439,4.508204359,5.60E+01
36.0864587,8.59448257,-11.9479763,-5.915475518,3.590950314,3.50E+01
36.10508788,8.625265857,-11.76740815,-5.561150717,2.573302067,4.10E+01
36.1235336,8.652155487,-11.56939006,-5.153430333,1.459322051,4.30E+01
36.14179308,8.675154308,-11.35416281,-4.696618599,0.253331467,4.30E+01
36.15986577,8.694265673,-11.12249608,-4.196484823,-1.04448045,5.10E+01
36.17775124,8.709516461,-10.87526369,-3.660212243,-2.4314859,5.40E+01
36.19545,8.72097991,-10.61372916,-3.097432471,-3.902420766,6.60E+01
36.21296229,8.728703244,-10.33897344,-2.516510974,-5.45073424,5.70E+01
36.23028593,8.732681846,-10.05127098,-1.922137699,-7.064541691,6.60E+01
36.24741887,8.732899206,-9.75086767,-1.318274027,-8.729784109,6.10E+01
36.26435914,8.729298875,-9.437868652,-0.70684226,-10.43137548,5.00E+01
36.28110393,8.721824316,-9.112158551,-0.089223416,-12.14980978,4.40E+01
36.29765103,8.710472767,-8.773957974,0.530443877,-13.86210838,4.00E+01
36.31399723,8.695208522,-8.423097422,1.150445896,-15.54115447,5.10E+01
36.33013738,8.675958238,-8.058785447,1.772225802,-17.15386343,5.30E+01
36.34606774,8.65267925,-7.68065057,2.394598217,-18.66550599,4.80E+01
36.36178681,8.625343279,-7.288870477,3.013609378,-20.04174502,5.00E+01
36.37729389,8.593947685,-6.883874541,3.623218842,-21.24525516,4.40E+01
36.39259049,8.558555133,-6.466822568,4.21230468,-22.23714459,3.70E+01
36.40767773,8.519202546,-6.038654243,4.771239384,-22.97404077,4.80E+01
36.42255364,8.475853889,-5.59928422,5.296552138,-23.4037563,4.80E+01
36.43721747,8.428493719,-5.148957341,5.782617237,-23.47109522,3.40E+01
36.45166964,8.377109659,-4.688159546,6.222526666,-23.11789529,3.70E+01
36.46590963,8.32168476,-4.217175035,6.611330063,-22.29769345,4.70E+01
36.47993779,8.262255698,-3.736762988,6.942431614,-20.99150574,4.00E+01
36.49375356,8.198845103,-3.247453735,7.21180508,-19.19486801,4.80E+01
36.50735394,8.131440048,-2.749142792,7.420893576,-16.92416134,6.10E+01
36.52073721,8.060062694,-2.242177185,7.569145361,-14.20958731,6.00E+01
36.5339038,7.984760901,-1.727448397,7.652646504,-11.07814232,6.70E+01
36.54685378,7.905594597,-1.205882567,7.668957282,-7.583824841,6.70E+01
36.55958791,7.822664704,-0.678808699,7.614995202,-3.813248572,7.50E+01
36.57210665,7.736054239,-0.147379983,7.488874372,0.152675387,6.10E+01
36.58440802,7.645787184,0.388077698,7.293892845,4.243300633,5.60E+01
36.59649037,7.551888696,0.927185078,7.033286718,8.389121684,5.00E+01
36.60835259,7.454370315,1.469582058,6.709740909,12.5407365,5.30E+01
36.61999257,7.353238841,2.015088269,6.328896231,16.62371619,4.80E+01
36.63140833,7.248546188,2.56313892,5.897649297,20.50261203,5.10E+01
36.64259722,7.140324528,3.113418331,5.425101714,24.04044594,5.00E+01
36.65355497,7.028574052,3.666090848,4.924405942,27.09298658,4.70E+01
36.66427855,6.913326098,4.220939387,4.406372288,29.53014232,5.10E+01
36.67476728,6.794634428,4.777322543,3.876205748,31.29653202,5.30E+01
36.68502118,6.672574952,5.334375385,3.337808175,32.35332602,5.70E+01
36.69504208,6.547278392,5.890615648,2.791398701,32.67868978,7.40E+01
36.70483211,6.418866561,6.444633892,2.23658357,32.29027883,7.40E+01
36.71439154,6.287415572,6.995636018,1.677611122,31.20771392,6.30E+01
36.72372225,6.153027963,7.542479014,1.114985135,29.50450542,5.00E+01
36.7328279,6.015822376,8.083735973,0.54460428,27.33402083,3.40E+01
36.74171122,5.875913018,8.618123152,-0.034051957,24.81785919,3.70E+01
36.7503746,5.733443868,9.144121252,-0.61845363,22.01088046,4.40E+01
36.75881971,5.588549661,9.660369028,-1.203193902,18.95412326,6.60E+01
36.76704591,5.441334483,10.16599313,-1.775570069,15.62712236,6.60E+01
36.7750539,5.291932636,10.65975781,-2.325480214,12.04619339,6.00E+01
36.78284762,5.140516287,11.13985019,-2.851732854,8.368003503,5.30E+01
36.79043052,4.987262553,11.60447264,-3.350425644,4.727145565,4.30E+01
36.79780623,4.832372642,12.05160851,-3.816483634,1.240103795,3.80E+01
36.8049784,4.676032001,12.47940383,-4.246875797,-1.965328388,3.50E+01
36.81194803,4.518364248,12.88679764,-4.634750811,-4.85390596,3.80E+01
36.81871647,4.359486645,13.27278026,-4.976249011,-7.38432205,4.00E+01
36.82528603,4.199502349,13.63641667,-5.274041151,-9.47339773,3.70E+01
36.83165747,4.038491869,13.97711439,-5.52752286,-11.10619767,5.40E+01
36.83783088,3.8765514,14.29420218,-5.732056564,-12.31770008,5.00E+01
36.84380531,3.713741594,14.58743008,-5.883813158,-13.18882082,4.80E+01
36.8495775,3.550069506,14.85723116,-5.97656978,-13.89838657,6.30E+01
36.85514524,3.385565064,15.10377584,-6.006144091,-14.57722792,4.10E+01
36.86050909,3.22029239,15.32674992,-5.975844285,-15.21696525,5.30E+01
36.86566979,3.054324519,15.52577076,-5.889031223,-15.79418018,5.00E+01
36.87062937,2.88777758,15.69999334,-5.749418937,-16.22290442,3.40E+01
36.87538955,2.720740993,15.84886657,-5.563636292,-16.42750609,3.80E+01
36.87994875,2.55321568,15.97290785,-5.337315639,-16.48550183,2.70E+01
36.88430631,2.385214763,16.07248485,-5.079107526,-16.42546176,2.30E+01
36.8884628,2.216757039,16.14785477,-4.80286521,-16.20943344,2.30E+01
36.89241768,2.047848882,16.19948735,-4.519101065,-15.84797427,2.40E+01
36.89617102,1.878546538,16.22737051,-4.232658594,-15.3195108,3.00E+01
36.89972215,1.708893555,16.23168391,-3.946379279,-14.63387019,3.70E+01
36.90306814,1.538897461,16.21311453,-3.657473031,-13.90526415,5.10E+01
36.90620723,1.368599124,16.17198665,-3.363277878,-13.18270051,5.60E+01
36.90913965,1.198062399,16.1083058,-3.067538724,-12.40528437,5.70E+01
36.91186542,1.02736638,16.02197397,-2.769738966,-11.51469861,6.40E+01
36.91438537,0.856636107,15.91243627,-2.464888971,-10.40500759,6.70E+01
36.91669969,0.685963217,15.77951656,-2.151448368,-8.993473623,6.40E+01
36.9188057,0.515354033,15.6240515,-1.829164506,-7.337449722,5.60E+01
36.92070067,0.344800436,15.44704236,-1.500883626,-5.488634022,3.70E+01
36.92238182,0.174255322,15.24988772,-1.177343871,-3.494267742,3.70E+01
36.92384545,0.003664542,15.03413531,-0.865811066,-1.437489398,4.00E+01
36.92508873,-0.166958381,14.80066961,-0.564398628,0.652086227,3.70E+01
36.92610785,-0.337636849,14.55081124,-0.273483035,2.703985606,5.00E+01
36.92689718,-0.508443022,14.28648086,0.006545496,4.565054911,5.70E+01
36.92745254,-0.679405818,14.00915308,0.276454724,6.136418436,5.40E+01
36.92777176,-0.850529011,13.72000705,0.531285001,7.381797851,6.70E+01
36.92785364,-1.021780018,13.41987434,0.768574482,8.29120056,5.70E+01
36.92769939,-1.193037879,13.10866945,0.991167581,8.941874619,5.30E+01
36.92731022,-1.364200102,12.78653192,1.198240868,9.392482446,5.30E+01
36.92668511,-1.535237736,12.45446266,1.38611899,9.597056505,3.70E+01
36.92582476,-1.706080495,12.11303846,1.550649315,9.553683197,4.00E+01
36.9247315,-1.876635258,11.76259567,1.683720228,9.294142639,3.40E+01
36.92340706,-2.046813008,11.4035789,1.779864774,8.828341449,4.30E+01
36.92185378,-2.216471547,11.03592312,1.841368601,8.211055614,4.80E+01
36.92007346,-2.385481355,10.65975208,1.870899085,7.473203895,4.80E+01
36.91806591,-2.553757833,10.27575254,1.872977266,6.575406793,5.10E+01
36.91583273,-2.721162027,9.884059028,1.853856756,5.529106216,3.70E+01
36.91337883,-2.887489346,9.484099315,1.816037067,4.415597929,5.00E+01
36.91070922,-3.052518954,9.075186632,1.765180092,3.316565488,5.00E+01
36.90782993,-3.215981041,8.656161872,1.711803081,2.351348166,5.70E+01
36.90474656,-3.377633046,8.226194574,1.662987843,1.620149523,6.60E+01
36.90146112,-3.537340363,7.785680067,1.622280617,1.126002453,5.40E+01
36.89797561,-3.694978803,7.335160094,1.590945477,0.873419581,5.30E+01
36.89429208,-3.850451865,6.875491122,1.563915809,0.863454177,4.80E+01
36.89041112,-4.003694635,6.407934507,1.53729956,1.064000819,4.30E+01
36.88633386,-4.154598824,5.933355669,1.513749263,1.467106253,4.80E+01
36.88205969,-4.303115664,5.453306436,1.49247939,2.023712097,5.10E+01
36.87758492,-4.449285827,4.970362579,1.470064205,2.612763714,4.70E+01
36.87290781,-4.593092392,4.486528038,1.445222908,3.151842206,4.70E+01
36.86803001,-4.734441022,4.002999666,1.415266238,3.616627597,3.50E+01
36.86295419,-4.873201343,3.520645332,1.379954917,3.998857984,3.70E+01
36.8576861,-5.009138388,3.039268634,1.345135742,4.353402477,3.70E+01
36.85223077,-5.142052305,2.559095671,1.313281493,4.711569666,3.40E+01
36.84658823,-5.271896354,2.08205798,1.280560105,4.998071751,4.10E+01
36.84076022,-5.398578062,1.609645363,1.244131643,5.165614476,4.00E+01
36.83475004,-5.521972365,1.143038261,1.199725409,5.189377356,4.10E+01
36.82855959,-5.64199149,0.683681975,1.143284267,5.027548246,4.30E+01
36.82219212,-5.758489123,0.232111249,1.076674627,4.693573646,4.40E+01
36.81564951,-5.871361572,-0.210856311,1.00052403,4.185607647,3.40E+01
36.80892996,-5.980610061,-0.643538634,0.913185363,3.450002011,2.10E+01
36.80203364,-6.086176616,-1.065031749,0.8158027,2.481025398,2.90E+01
36.7949638,-6.187925052,-1.475227744,0.709984339,1.322324482,2.90E+01
36.78772329,-6.285725989,-1.87425475,0.598947876,0.032737726,4.80E+01
36.78031617,-6.379403539,-2.263097885,0.490142357,-1.276023388,6.40E+01
36.7727458,-6.468812693,-2.642376738,0.388523047,-2.513166162,6.60E+01
36.76501137,-6.553937007,-3.011275901,0.293589722,-3.67349159,6.70E+01
36.75711234,-6.634758236,-3.369011031,0.20415741,-4.748907586,5.00E+01
36.74904852,-6.711262558,-3.714560794,0.116113471,-5.744724289,4.40E+01
36.74081825,-6.783476381,-4.04678636,0.025331448,-6.671311297,4.30E+01
36.73242063,-6.851390285,-4.365622208,-0.067082027,-7.471427602,4.70E+01
36.72385341,-6.915040231,-4.670582266,-0.162396019,-8.111344404,3.70E+01
36.71511171,-6.974544204,-4.960442195,-0.26485188,-8.599659047,4.40E+01
36.70619237,-7.029968693,-5.234583403,-0.376263252,-8.921993206,4.70E+01
36.69709498,-7.081308784,-5.492677919,-0.498125656,-9.072635369,3.80E+01
36.68782001,-7.128532196,-5.734761702,-0.630053898,-9.039585851,5.30E+01
36.67837058,-7.171520767,-5.961931174,-0.766584889,-8.769762069,5.00E+01
36.66874968,-7.210168469,-6.174961124,-0.904091658,-8.242700197,5.00E+01
36.65895712,-7.244471359,-6.373600889,-1.043593536,-7.496735992,4.70E+01
36.64899461,-7.274372472,-6.5579661,-1.184503873,-6.574565551,3.00E+01
36.63886575,-7.299766006,-6.728259402,-1.326164695,-5.544176118,2.70E+01
36.62857283,-7.320585816,-6.884711043,-1.468213491,-4.469334989,2.10E+01
36.61811818,-7.336756588,-7.028464706,-1.606848626,-3.354428191,2.60E+01
36.60750295,-7.348241556,-7.160558934,-1.739423041,-2.211195809,3.50E+01
36.59672504,-7.355102498,-7.281640417,-1.865887187,-1.058975847,4.10E+01
36.58578404,-7.357352107,-7.392902242,-1.983964367,0.090533854,5.00E+01
36.57468327,-7.354900191,-7.49585732,-2.089644168,1.189075428,4.40E+01
36.56342535,-7.347677289,-7.592261716,-2.178468778,2.198795838,4.70E+01
36.5520133,-7.335599246,-7.684518606,-2.243690503,3.110656592,4.80E+01
36.54045011,-7.318588075,-7.774590092,-2.279914463,3.902809141,4.80E+01
36.52873546,-7.296666006,-7.863321489,-2.285922852,4.555975367,3.80E+01
36.5168696,-7.269841784,-7.951330247,-2.260718901,5.052954729,2.40E+01
36.50485402,-7.238092341,-8.038646389,-2.204389806,5.359581532,2.10E+01
36.49268847,-7.201446514,-8.125054745,-2.118115002,5.462172486,3.50E+01
36.48037205,-7.159948722,-8.210985985,-2.001257856,5.383879422,5.00E+01
36.46790284,-7.1136767,-8.296166221,-1.855215863,5.156716551,6.90E+01
36.45527636,-7.062784776,-8.379411497,-1.684438557,4.832843434,6.90E+01
36.44248936,-7.007392887,-8.459947815,-1.491797935,4.458841784,6.30E+01
36.42954165,-6.947536487,-8.537298334,-1.278481426,4.038820419,6.30E+01
36.41643325,-6.883246489,-8.611213882,-1.044923717,3.57704468,4.10E+01
36.40316561,-6.814512302,-8.682357565,-0.788627363,3.07346799,4.40E+01
36.38973999,-6.741332002,-8.750776598,-0.508525674,2.527627815,3.50E+01
36.37615435,-6.663801552,-8.814922562,-0.208269063,1.976870837,3.00E+01
36.36240776,-6.581986313,-8.873406887,0.109454733,1.448702776,4.40E+01
36.34850081,-6.495911576,-8.924746459,0.442371875,0.950695319,3.70E+01
36.33443272,-6.405645045,-8.96745095,0.787411614,0.500902128,5.00E+01
36.32020286,-6.311254453,-9.001341079,1.143942029,0.107753923,4.80E+01
36.30580963,-6.212840513,-9.026151294,1.510366413,-0.218299608,4.00E+01
36.2912487,-6.110587278,-9.041261983,1.882678332,-0.447697704,5.00E+01
36.27651686,-6.004650867,-9.046764218,2.258636673,-0.570720422,4.00E+01
36.26161327,-5.895121501,-9.042955567,2.637544017,-0.608106346,4.40E+01
36.24653645,-5.782113088,-9.030705126,3.019096392,-0.588114132,7.40E+01
36.23128526,-5.665735316,-9.012057109,3.405019635,-0.559467022,6.70E+01
36.21585831,-5.546107211,-8.988376621,3.795742537,-0.562040323,6.90E+01
36.20025165,-5.423422261,-8.959495704,4.187773946,-0.592231775,6.90E+01
36.18446162,-5.297867622,-8.924960089,4.577362347,-0.644873696,4.30E+01
